state,district,villages,nh_median_km,nh_mean_km,nh_within_10km_pct,nh_within_25km_pct,nh_within_50km_pct,expressway_median_km,expressway_mean_km,expressway_within_10km_pct,expressway_within_25km_pct,expressway_within_50km_pct,rail_station_median_km,rail_station_mean_km,rail_station_within_10km_pct,rail_station_within_25km_pct,rail_station_within_50km_pct,freight_terminal_median_km,freight_terminal_mean_km,freight_terminal_within_10km_pct,freight_terminal_within_25km_pct,freight_terminal_within_50km_pct,port_median_km,port_mean_km,port_within_10km_pct,port_within_25km_pct,port_within_50km_pct,icd_median_km,icd_mean_km,icd_within_10km_pct,icd_within_25km_pct,icd_within_50km_pct,icp_median_km,icp_mean_km,icp_within_10km_pct,icp_within_25km_pct,icp_within_50km_pct,air_cargo_median_km,air_cargo_mean_km,air_cargo_within_10km_pct,air_cargo_within_25km_pct,air_cargo_within_50km_pct,mmlp_median_km,mmlp_mean_km,mmlp_within_10km_pct,mmlp_within_25km_pct,mmlp_within_50km_pct,iw_terminal_median_km,iw_terminal_mean_km,iw_terminal_within_10km_pct,iw_terminal_within_25km_pct,iw_terminal_within_50km_pct,fci_depot_median_km,fci_depot_mean_km,fci_depot_within_10km_pct,fci_depot_within_25km_pct,fci_depot_within_50km_pct,census2011_population
Maharashtra,AHILYANAGAR,1622,6.155,7.65,67.87916152897657,99.7533908754624,100.0,118.995,117.33,0.0,0.0,6.288532675709001,27.0,28.37,19.79038224414304,46.54747225647349,86.74475955610357,100.365,96.44,0.0,1.8495684340320595,10.974106041923552,187.65,186.16,0.0,0.0,0.0,99.21,104.27,0.0,0.0,4.500616522811344,1188.205,1188.38,0.0,0.0,0.0,117.79,119.14,0.0,0.0,0.0,90.03,90.38,0.0,0.0,4.069050554870531,640.9200000000001,643.32,0.0,0.0,0.0,99.52,104.67,0.0,0.0,4.069050554870531,4512419.0
Maharashtra,AKOLA,979,5.06,5.82,83.9632277834525,99.79570990806948,100.0,300.92,294.99,0.0,0.0,0.0,8.43,9.75,59.55056179775281,96.93564862104188,100.0,122.94,123.4,0.0,0.0,0.0,451.16,453.68,0.0,0.0,0.0,205.02,204.17,0.0,0.0,0.0,919.67,921.94,0.0,0.0,0.0,205.27,204.14,0.0,0.0,0.0,154.79,154.12,0.0,0.0,0.0,537.21,541.17,0.0,0.0,0.0,208.03,208.05,0.0,0.0,0.0,1792807.0
Maharashtra,AMARĀWATI,1999,7.85,10.84,58.32916458229115,91.2456228114057,100.0,297.68,295.35,0.0,0.0,0.0,11.2,13.44,44.02201100550276,89.94497248624313,99.0495247623812,120.52,117.22,0.0,0.0,0.0,512.48,510.92,0.0,0.0,0.0,144.65,141.95,0.0,0.0,0.0,864.58,862.66,0.0,0.0,0.0,144.24,141.64,0.0,0.0,0.0,132.17,132.86,0.0,0.0,0.0,540.22,539.99,0.0,0.0,0.0,149.05,144.81,0.0,0.0,0.0,2874317.0
Maharashtra,BEED,1376,3.975,4.7,90.98837209302324,100.0,100.0,236.325,235.08,0.0,0.0,0.0,48.155,46.67,5.959302325581396,15.11627906976744,53.270348837209305,154.485,146.17,0.0,0.0,0.0,301.71500000000003,300.39,0.0,0.0,0.0,215.255,209.76,0.0,0.0,0.0,1152.99,1155.96,0.0,0.0,0.0,207.67,203.77,0.0,0.0,0.0,107.2,104.39,0.0,0.0,0.0726744186046511,519.875,518.63,0.0,0.0,0.0,185.7,182.24,0.0,0.0,0.0,2464450.0
Maharashtra,BHANDARA,926,3.68,4.59,90.71274298056156,100.0,100.0,457.79,455.32,0.0,0.0,0.0,12.16,13.02,39.41684665226781,92.7645788336933,100.0,87.41,88.13,0.0,0.0,0.0,512.165,516.17,0.0,0.0,0.0,75.95,76.48,0.0,0.0,0.755939524838013,782.8050000000001,783.25,0.0,0.0,0.0,76.285,76.77,0.0,0.0,0.755939524838013,108.98,109.13,0.0,0.0,0.0,462.18,463.27,0.0,0.0,0.0,72.255,72.96,0.0,0.0,1.9438444924406049,1225015.0
Maharashtra,BULDHANA,1436,4.48,5.35,86.14206128133705,99.93036211699165,100.0,258.33500000000004,259.94,0.0,0.0,0.0,27.39,30.7,16.852367688022284,45.68245125348189,78.76044568245125,79.32,80.94,0.0,0.4178272980501393,13.509749303621168,385.205,383.68,0.0,0.0,0.0,231.825,231.85,0.0,0.0,0.0,976.825,976.14,0.0,0.0,0.0,242.115,241.53,0.0,0.0,0.0,96.42,97.3,0.0,1.1838440111420612,9.401114206128131,572.745,569.05,0.0,0.0,0.0,235.27,235.32,0.0,0.0,0.0,2572145.0
Maharashtra,CHANDRAPUR,1837,6.4,7.85,69.18889493739793,98.31246597713664,100.0,462.16,461.26,0.0,0.0,0.0,12.28,14.13,41.97060424605335,85.08437670114317,100.0,96.53,92.06,0.0,0.0,4.463799673380512,477.05,476.84,0.0,0.0,0.0,111.6,114.73,0.0,0.0,0.0,887.16,888.58,0.0,0.0,0.0,110.96,114.1,0.0,0.0,0.0,93.35,87.38,0.0,0.4899292324442025,13.228089275993469,374.62,370.33,0.0,0.0,0.0,113.97,117.8,0.0,0.0,0.0,2191510.0
Maharashtra,CHHATRAPATI SAMBHAJINAGAR,1366,5.28,6.91,74.59736456808199,99.194729136164,100.0,151.72,150.45,0.0,0.0,0.0,20.0,20.81,21.522693997071745,64.71449487554905,99.70717423133236,134.285,124.28,0.0,0.0,1.610541727672035,267.07000000000005,266.52,0.0,0.0,0.0,157.86,156.36,0.0,0.0,0.0,1089.655,1083.83,0.0,0.0,0.0,206.325,207.89,0.0,0.0,0.0,73.69,72.78,0.0,0.1464128843338213,16.910688140556367,626.015,624.84,0.0,0.0,0.0,157.925,156.46,0.0,0.0,0.0,3642642.0
Maharashtra,DHARASHIV,749,6.2,7.48,69.69292389853138,99.59946595460612,100.0,230.67,231.1,0.0,0.0,0.0,28.09,28.23,12.683578104138851,43.524699599465954,92.92389853137516,114.18,113.87,0.0,0.0,0.0,334.22,329.12,0.0,0.0,0.0,216.36,211.13,0.0,0.0,0.0,1223.83,1222.19,0.0,0.0,0.0,215.08,208.04,0.0,0.0,0.0,173.22,178.03,0.0,0.0,0.0,468.11,471.94,0.0,0.0,0.0,132.61,127.06,0.0,0.0,0.6675567423230975,1642019.0
Maharashtra,DHULE,711,5.83,7.51,72.15189873417721,97.8902953586498,100.0,137.26,141.43,0.0,0.0,0.0,18.61,19.86,23.488045007032348,67.51054852320675,99.85935302391,129.49,128.12,0.0,0.0,0.0,205.62,196.68,0.0,0.0,0.0,141.05,140.05,0.0,0.0,0.0,1032.41,1028.36,0.0,0.0,0.0,177.79,174.12,0.0,0.0,0.0,142.57,143.26,0.0,0.0,0.0,751.57,752.57,0.0,0.0,0.0,143.62,143.49,0.0,0.0,0.0,2039308.0
Maharashtra,GADCHIROLI,1721,7.68,10.28,58.686809994189424,90.99360836722836,100.0,488.57,479.63,0.0,0.0,0.0,49.47,52.77,1.568855316676351,7.844276583381755,50.784427658338174,136.9,131.21,0.0,0.0,0.0,405.91,397.99,0.0,0.0,0.0,167.28,175.17,0.0,0.0,0.0,883.26,882.34,0.0,0.0,0.0,169.34,180.73,0.0,0.0,0.0,164.59,169.67,0.0,0.0,0.0,335.27,331.08,0.0,0.0,0.0,162.39,166.63,0.0,0.0,0.0,1067364.0
Maharashtra,GONDIA,958,5.32,6.28,79.64509394572025,100.0,100.0,434.565,442.08,0.0,0.0,0.0,7.53,10.13,63.15240083507307,91.8580375782881,100.0,132.825,132.85,0.0,0.0,0.0,491.6,494.04,0.0,0.0,0.0,118.01,116.37,0.0,0.0,0.0,748.115,753.05,0.0,0.0,0.0,121.805,121.61,0.0,0.0,0.0,156.89999999999998,154.63,0.0,0.0,0.0,477.88,469.59,0.0,0.0,0.0,102.065,100.73,0.0,0.0,0.0,1244434.0
Maharashtra,HINGOLI,711,5.99,6.46,77.35583684950772,100.0,100.0,336.99,335.7,0.0,0.0,0.0,11.96,14.01,42.05344585091421,87.34177215189874,100.0,138.19,137.48,0.0,0.0,0.0,437.94,437.63,0.0,0.0,0.0,249.44,250.77,0.0,0.0,0.0,1034.62,1035.41,0.0,0.0,0.0,255.21,254.11,0.0,0.0,0.0,133.81,131.56,0.0,0.0,0.0,444.32,446.52,0.0,0.0,0.0,242.07,242.4,0.0,0.0,0.0,1200351.0
Maharashtra,JALGAON,1550,7.06,9.28,64.19354838709678,94.83870967741936,100.0,191.305,188.84,0.0,0.0,0.0,9.015,10.66,54.83870967741935,95.61290322580646,100.0,56.620000000000005,57.81,3.354838709677419,17.806451612903228,44.45161290322581,283.265,289.49,0.0,0.0,0.0,169.48000000000002,169.23,0.0,0.0,0.0,990.13,990.78,0.0,0.0,0.0,198.415,199.41,0.0,0.0,0.0,132.81,130.78,0.0,0.0,0.0,669.955,668.23,0.0,0.0,0.0,176.575,175.26,0.0,0.0,0.0,4202382.0
Maharashtra,JALNA,976,4.535,5.75,82.17213114754098,100.0,100.0,220.34,223.92,0.0,0.0,0.0,22.535,24.01,20.901639344262296,55.43032786885246,96.51639344262296,137.76,131.17,0.0,0.0,0.0,330.21000000000004,329.81,0.0,0.0,0.0,226.525,229.66,0.0,0.0,0.0,1064.4699999999998,1065.16,0.0,0.0,0.0,254.91,252.97,0.0,0.0,0.0,39.545,38.59,3.586065573770492,22.540983606557376,72.64344262295081,553.79,552.09,0.0,0.0,0.0,226.33,227.49,0.0,0.0,0.0,1911920.0
Maharashtra,KOLH>PUR,1273,8.39,9.7,56.402199528672426,97.643362136685,100.0,260.49,264.62,0.0,0.0,0.0,27.32,26.44,9.819324430479185,42.49803613511391,99.7643362136685,219.88,222.67,0.0,0.0,0.0,123.65,124.14,0.0,0.0,0.0,222.76,227.75,0.0,0.0,0.0,1477.65,1477.91,0.0,0.0,0.0,228.68,233.68,0.0,0.0,0.0,222.85,227.84,0.0,0.0,0.0,650.73,649.03,0.0,0.0,0.0,159.84,154.25,0.0,0.0,0.0,3848517.0
Maharashtra,LATUR,951,4.74,5.36,86.96109358569927,100.0,100.0,239.66,238.98,0.0,0.0,0.0,15.73,17.92,31.019978969505782,74.97371188222924,99.05362776025235,113.12,114.19,0.0,0.0,0.0,405.82,403.27,0.0,0.0,0.0,204.35,205.45,0.0,0.0,0.0,1173.77,1173.19,0.0,0.0,0.0,214.15,214.78,0.0,0.0,0.0,180.64,178.67,0.0,0.0,0.0,402.34,404.21,0.0,0.0,0.0,119.25,118.07,0.0,0.0,0.0,2504658.0
Maharashtra,MUMBAI,1,8.41,8.41,100.0,100.0,100.0,8.41,8.41,100.0,100.0,100.0,0.77,0.77,100.0,100.0,100.0,29.39,29.39,0.0,0.0,100.0,3.41,3.41,100.0,100.0,100.0,25.92,25.92,0.0,0.0,100.0,1321.3,1321.3,0.0,0.0,0.0,13.3,13.3,0.0,100.0,100.0,117.8,117.8,0.0,0.0,0.0,813.31,813.31,0.0,0.0,0.0,5.25,5.25,100.0,100.0,100.0,2257941.0
Maharashtra,MUMBAI SUBURBAN,1,3.99,3.99,100.0,100.0,100.0,4.15,4.15,100.0,100.0,100.0,3.43,3.43,100.0,100.0,100.0,20.53,20.53,0.0,100.0,100.0,19.95,19.95,0.0,100.0,100.0,8.26,8.26,100.0,100.0,100.0,1303.86,1303.86,0.0,0.0,0.0,4.86,4.86,100.0,100.0,100.0,119.57,119.57,0.0,0.0,0.0,810.85,810.85,0.0,0.0,0.0,12.78,12.78,0.0,100.0,100.0,8857861.0
Maharashtra,N>NDED,1685,3.81,5.02,86.05341246290801,100.0,100.0,301.98,307.25,0.0,0.0,0.0,17.29,18.92,33.64985163204748,65.57863501483679,100.0,79.73,79.67,0.0,0.4154302670623145,11.394658753709198,478.29,482.45,0.0,0.0,0.0,197.21,194.33,0.0,0.0,0.0,1079.82,1071.75,0.0,0.0,0.0,212.17,207.6,0.0,0.0,0.0,171.29,167.21,0.0,0.0,0.0,376.97,375.17,0.0,0.0,0.0,186.65,188.72,0.0,0.0,0.0,3307560.0
Maharashtra,N>SHIK,1943,6.46,7.84,67.62738033968091,98.97066392177048,100.0,48.58,51.49,2.264539372104992,15.851775604734948,52.135872362326296,25.5,25.96,23.726196603190942,49.25373134328358,94.85331960885227,153.66,148.0,0.0,0.0,0.0,149.88,155.64,0.0,0.0,0.0,52.87,56.24,0.5661348430262481,10.44776119402985,45.856922285126096,1137.45,1137.56,0.0,0.0,0.0,141.25,145.8,0.0,0.0,0.0,52.49,55.9,0.5661348430262481,10.44776119402985,46.62892434379825,757.87,754.28,0.0,0.0,0.0,52.49,55.93,0.5661348430262481,10.44776119402985,46.62892434379825,6075753.0
Maharashtra,NAGPUR,1958,3.77,4.81,87.89581205311542,100.0,100.0,404.97,401.54,0.0,0.0,0.0,7.96,9.52,60.16343207354444,98.62104187946883,100.0,36.925,37.33,5.362614913176711,29.877425944841672,71.80796731358528,569.885,566.8,0.0,0.0,0.0,39.41,39.85,1.838610827374872,20.3779366700715,71.14402451481104,810.075,808.83,0.0,0.0,0.0,39.735,39.95,2.093973442288049,20.3779366700715,70.63329928498467,73.60499999999999,71.74,0.0,1.1235955056179776,18.94790602655771,486.72,483.19,0.0,0.0,0.0,38.650000000000006,39.51,0.8171603677221655,19.76506639427988,74.31052093973443,4622518.0
Maharashtra,NANDURB>R,989,6.71,10.52,63.70070778564207,86.85540950455005,100.0,173.33,168.55,0.0,0.0,0.0,26.2,25.13,28.51365015166835,46.81496461071789,92.92214357937311,115.27,113.59,0.0,0.0,0.0,161.37,163.06,0.0,0.0,0.0,142.23,138.62,0.0,0.0,0.0,1014.26,1017.78,0.0,0.0,0.0,155.09,152.33,0.0,0.0,0.0,144.52,143.62,0.0,0.0,0.0,812.73,811.9,0.0,0.0,0.0,144.52,143.62,0.0,0.0,0.0,1632928.0
Maharashtra,PALGHAR,915,5.84,6.99,73.66120218579235,99.672131147541,100.0,63.96,64.87,0.0,0.7650273224043715,19.562841530054644,17.38,18.12,33.114754098360656,70.92896174863388,100.0,82.41,81.44,0.0,0.0,5.46448087431694,95.44,93.0,0.0,0.0,1.3114754098360657,60.88,62.82,0.0,0.9836065573770492,25.02732240437158,1236.4,1235.72,0.0,0.0,0.0,81.85,80.45,0.0,0.1092896174863388,7.213114754098362,88.47,86.41,0.0,0.0,5.683060109289618,824.31,824.28,0.0,0.0,0.0,73.08,73.04,0.0,0.0,8.524590163934425,6015627.0
Maharashtra,PARBHANI,854,4.859999999999999,5.36,87.35362997658079,100.0,100.0,296.925,296.66,0.0,0.0,0.0,12.505,14.72,40.98360655737705,83.37236533957847,100.0,153.92000000000002,150.24,0.0,0.0,0.0,391.095,391.48,0.0,0.0,0.0,268.015,263.26,0.0,0.0,0.0,1088.745,1088.34,0.0,0.0,0.0,273.455,272.06,0.0,0.0,0.0,107.54,108.99,0.0,0.0,0.0,457.825,456.29,0.0,0.0,0.0,208.515,211.51,0.0,0.0,0.0,1805245.0
Maharashtra,PUNE,1884,6.225,7.8,69.95753715498938,99.57537154989384,100.0,70.05,75.89,1.167728237791932,8.81104033970276,27.282377919320595,21.84,23.37,23.726114649681527,56.26326963906582,93.47133757961782,44.96,44.29,5.3078556263269645,19.90445859872612,58.970276008492576,111.695,119.09,0.0,0.0,0.1061571125265392,45.795,51.82,0.1592356687898089,9.288747346072189,58.067940552016985,1288.88,1288.71,0.0,0.0,0.0,48.175,52.4,0.583864118895966,7.218683651804671,54.67091295116773,47.02,52.68,0.1592356687898089,9.341825902335456,55.254777070063696,700.46,688.63,0.0,0.0,0.0,47.02,52.68,0.1592356687898089,9.341825902335456,55.254777070063696,9386363.0
Maharashtra,RAIGAD,2083,3.31,4.28,90.92654824771962,100.0,100.0,37.62,43.2,3.9846375420067215,22.41958713394143,64.76236197791647,8.59,10.07,56.07297167546808,95.82333173307728,100.0,41.75,43.38,9.745559289486318,30.10081613058089,59.24147863658186,50.6,57.76,2.256361017762842,15.218434949591936,49.30388862217955,48.14,48.4,4.560729716754681,19.347095535285646,51.4642342774844,1340.01,1337.34,0.0,0.0,0.0,62.26,62.22,0.0,2.112337974075852,30.580892942870857,78.41,78.85,0.0,0.0,0.9601536245799328,767.28,765.83,0.0,0.0,0.0,57.09,56.76,0.0,3.552568410945752,34.75756120979357,2556123.0
Maharashtra,RATNAGIRI,1547,7.94,9.38,59.08209437621203,97.28506787330316,100.0,159.38,160.66,0.0,0.0,0.0,11.31,13.04,44.602456367162254,88.88170652876535,100.0,157.1,157.44,0.0,0.0,0.0,157.3,156.67,0.0,0.0,0.0,140.5,144.13,0.0,0.0,0.0,1435.2,1437.17,0.0,0.0,0.0,149.01,152.55,0.0,0.0,0.0,140.38,144.05,0.0,0.0,0.0,725.63,725.48,0.0,0.0,0.0,140.38,143.95,0.0,0.0,0.0,1603560.0
Maharashtra,S>T>RA,1800,7.23,8.92,62.55555555555555,97.61111111111111,100.0,145.99,143.99,0.0,0.0,0.0,20.805,20.45,21.88888888888889,64.27777777777777,99.05555555555556,102.775,104.16,0.0,0.0,1.0555555555555556,187.875,182.86,0.0,0.0,0.0,100.725,102.16,0.0,0.0,1.7222222222222223,1369.475,1370.64,0.0,0.0,0.0,105.45,107.58,0.0,0.0,0.6111111111111112,100.82,102.27,0.0,0.0,1.6666666666666667,664.8,660.95,0.0,0.0,0.0,100.82,102.27,0.0,0.0,1.6666666666666667,2982948.0
Maharashtra,SANGLI,753,5.34,6.75,73.43957503320053,100.0,100.0,216.89,219.07,0.0,0.0,0.0,18.59,18.46,28.818061088977423,67.99468791500664,100.0,156.47,153.07,0.0,0.0,0.0,205.08,208.95,0.0,0.0,0.0,173.11,178.55,0.0,0.0,0.0,1394.65,1393.79,0.0,0.0,0.0,177.26,181.99,0.0,0.0,0.0,173.26,178.74,0.0,0.0,0.0,601.33,597.97,0.0,0.0,0.0,166.55,164.83,0.0,0.0,0.0,2799723.0
Maharashtra,SINDHUDURG,754,9.43,10.65,52.38726790450928,96.41909814323608,100.0,291.125,290.35,0.0,0.0,0.0,12.535,13.59,39.38992042440319,89.25729442970822,100.0,272.39,269.13,0.0,0.0,0.0,78.535,80.4,0.0,0.0,17.771883289124666,264.91,263.03,0.0,0.0,0.0,1537.685,1533.78,0.0,0.0,0.0,272.34000000000003,270.15,0.0,0.0,0.0,264.92,263.07,0.0,0.0,0.0,694.385,693.97,0.0,0.0,0.0,175.82,173.8,0.0,0.0,0.0,842193.0
Maharashtra,SOLAPUR,1174,4.02,5.45,83.8160136286201,100.0,100.0,223.54,218.98,0.0,0.0,0.0,11.51,14.14,44.71890971039183,84.41226575809199,100.0,114.925,110.1,0.0,0.0,0.8517887563884157,287.92,286.87,0.0,0.0,0.0,192.98,188.95,0.0,0.0,0.0,1285.76,1284.31,0.0,0.0,0.0,190.31,186.37,0.0,0.0,0.0,185.38,186.22,0.0,0.0,0.0,514.3,512.8,0.0,0.0,0.0,140.875,133.08,0.0,0.0,0.5110732538330494,4277369.0
Maharashtra,THANE,830,3.91,4.83,88.91566265060241,100.0,100.0,48.93,47.77,0.0,4.819277108433735,53.37349397590362,10.23,13.23,49.1566265060241,83.73493975903614,100.0,39.765,40.08,3.855421686746989,18.433734939759034,72.16867469879517,58.370000000000005,59.33,0.0,2.1686746987951806,31.56626506024096,39.71,40.04,0.7228915662650602,20.0,67.71084337349397,1260.01,1258.8,0.0,0.0,0.0,54.525000000000006,55.77,0.0,4.096385542168675,43.13253012048192,86.41499999999999,85.98,0.0,0.0,0.8433734939759037,777.855,776.61,0.0,0.0,0.0,58.605,57.41,0.0,0.6024096385542169,29.75903614457832,5154199.0
Maharashtra,WARDHA,1421,3.95,4.71,89.93666432090077,100.0,100.0,388.07,384.68,0.0,0.0,0.0,14.86,15.33,33.145672061928224,84.65869106263196,100.0,43.04,44.15,3.3075299085151304,19.704433497536947,61.15411681914145,570.9,568.86,0.0,0.0,0.0,68.62,68.72,0.0,0.0,15.904292751583393,862.36,863.05,0.0,0.0,0.0,67.85,68.07,0.0,0.0,17.17100633356791,35.87,44.27,6.192821956368754,29.13441238564392,61.85784658691063,459.8,464.15,0.0,0.0,0.0,74.22,74.02,0.0,0.0,8.16326530612245,1292490.0
Maharashtra,WASHIM,781,3.75,4.46,92.31754161331624,100.0,100.0,341.48,340.03,0.0,0.0,0.0,15.45,18.22,25.224071702944943,77.20870678617158,99.8719590268886,150.43,150.24,0.0,0.0,0.0,471.31,466.6,0.0,0.0,0.0,200.88,205.31,0.0,0.0,0.0,965.11,965.27,0.0,0.0,0.0,200.21,204.66,0.0,0.0,0.0,136.98,133.2,0.0,0.0,0.0,488.62,486.67,0.0,0.0,0.0,206.63,210.97,0.0,0.0,0.0,1792807.0
Maharashtra,YAVATMAL,2145,8.39,9.4,58.27505827505828,97.85547785547786,100.0,398.55,398.04,0.0,0.0,0.0,24.93,25.24,11.608391608391608,50.20979020979021,97.2027972027972,102.64,102.55,0.0,0.0,0.0,532.44,531.65,0.0,0.0,0.0,137.81,144.59,0.0,0.0,0.0,940.52,945.97,0.0,0.0,0.0,137.01,143.78,0.0,0.0,0.0,87.76,95.45,0.0,0.0,9.230769230769232,420.35,417.51,0.0,0.0,0.0,143.66,150.64,0.0,0.0,0.0,2757352.0
Maharashtra,__STATE__,44659,,6.812801527527581,74.15302626570232,98.15042880494414,100.0,,184.2191660184415,0.3381177366264358,2.2167984056965,8.065563492241205,,18.24765891393893,32.268971539891176,68.41174231397926,94.393067466804,,94.10243201639038,1.2069235764347612,5.239705322555364,14.906289885577376,,247.86493958811977,0.1074811348216484,0.7546071340603238,3.22219485434067,,118.93260578534252,0.3403569269352202,3.0363420587115697,12.494681923016635,,1154.3909975843032,0.0,0.0,0.0,,131.43755056872666,0.1186770863655702,1.3793412302111556,8.370093374235877,,112.48492810914964,0.306769072303455,2.3802592982377573,10.947401419646656,,629.0587852003832,0.0,0.0,0.0,,110.44650120229656,0.0694148995723146,1.8965941915403388,10.510759309433707,110956818.0
Manipur,BISHNUPUR,1,3.58,3.58,100.0,100.0,100.0,576.44,576.44,0.0,0.0,0.0,74.66,74.66,0.0,0.0,0.0,47.96,47.96,0.0,0.0,100.0,587.33,587.33,0.0,0.0,0.0,277.87,277.87,0.0,0.0,0.0,56.48,56.48,0.0,0.0,0.0,279.97,279.97,0.0,0.0,0.0,107.77,107.77,0.0,0.0,0.0,85.32,85.32,0.0,0.0,0.0,37.02,37.02,0.0,0.0,100.0,196369.0
Manipur,CHANDEL,1,18.37,18.37,0.0,100.0,100.0,583.0,583.0,0.0,0.0,0.0,109.84,109.84,0.0,0.0,0.0,88.09,88.09,0.0,0.0,0.0,593.34,593.34,0.0,0.0,0.0,316.05,316.05,0.0,0.0,0.0,33.31,33.31,0.0,0.0,100.0,317.53,317.53,0.0,0.0,0.0,140.14,140.14,0.0,0.0,0.0,118.75,118.75,0.0,0.0,0.0,71.13,71.13,0.0,0.0,0.0,115888.0
Manipur,CHURACHANDPUR,1,0.45,0.45,100.0,100.0,100.0,556.73,556.73,0.0,0.0,0.0,78.17,78.17,0.0,0.0,0.0,62.88,62.88,0.0,0.0,0.0,567.37,567.37,0.0,0.0,0.0,285.07,285.07,0.0,0.0,0.0,62.93,62.93,0.0,0.0,0.0,286.05,286.05,0.0,0.0,0.0,107.01,107.01,0.0,0.0,0.0,86.14,86.14,0.0,0.0,0.0,63.83,63.83,0.0,0.0,0.0,130734.0
Manipur,IMPHAL EAST,1,1.23,1.23,100.0,100.0,100.0,609.55,609.55,0.0,0.0,0.0,88.15,88.15,0.0,0.0,0.0,51.9,51.9,0.0,0.0,0.0,620.79,620.79,0.0,0.0,0.0,271.27,271.27,0.0,0.0,0.0,71.18,71.18,0.0,0.0,0.0,275.24,275.24,0.0,0.0,0.0,122.19,122.19,0.0,0.0,0.0,100.57,100.57,0.0,0.0,0.0,8.46,8.46,100.0,100.0,100.0,190669.0
Manipur,IMPHAL WEST,1,1.88,1.88,100.0,100.0,100.0,592.4,592.4,0.0,0.0,0.0,73.23,73.23,0.0,0.0,0.0,37.75,37.75,0.0,0.0,100.0,603.61,603.61,0.0,0.0,0.0,264.17,264.17,0.0,0.0,0.0,70.99,70.99,0.0,0.0,0.0,267.46,267.46,0.0,0.0,0.0,107.63,107.63,0.0,0.0,0.0,85.52,85.52,0.0,0.0,0.0,8.97,8.97,100.0,100.0,100.0,186098.0
Manipur,JIRIBAM,1,8.97,8.97,100.0,100.0,100.0,521.37,521.37,0.0,0.0,0.0,9.63,9.63,100.0,100.0,100.0,39.74,39.74,0.0,0.0,100.0,532.86,532.86,0.0,0.0,0.0,213.14,213.14,0.0,0.0,0.0,67.64,67.64,0.0,0.0,0.0,213.72,213.72,0.0,0.0,0.0,35.58,35.58,0.0,0.0,100.0,13.58,13.58,0.0,100.0,100.0,35.58,35.58,0.0,0.0,100.0,212583.0
Manipur,KAKCHING,1,12.87,12.87,0.0,100.0,100.0,579.29,579.29,0.0,0.0,0.0,87.57,87.57,0.0,0.0,0.0,62.94,62.94,0.0,0.0,0.0,589.98,589.98,0.0,0.0,0.0,292.26,292.26,0.0,0.0,0.0,44.48,44.48,0.0,0.0,100.0,294.14,294.14,0.0,0.0,0.0,119.68,119.68,0.0,0.0,0.0,97.55,97.55,0.0,0.0,0.0,48.11,48.11,0.0,0.0,100.0,341043.0
Manipur,KAMJANG,1,3.71,3.71,100.0,100.0,100.0,643.67,643.67,0.0,0.0,0.0,125.47,125.47,0.0,0.0,0.0,89.33,89.33,0.0,0.0,0.0,654.72,654.72,0.0,0.0,0.0,304.59,304.59,0.0,0.0,0.0,63.34,63.34,0.0,0.0,0.0,309.23,309.23,0.0,0.0,0.0,159.64,159.64,0.0,0.0,0.0,137.86,137.86,0.0,0.0,0.0,44.9,44.9,0.0,0.0,100.0,128385.0
Manipur,KANGPOKPI,1,4.42,4.42,100.0,100.0,100.0,622.45,622.45,0.0,0.0,0.0,98.16,98.16,0.0,0.0,0.0,62.74,62.74,0.0,0.0,0.0,633.75,633.75,0.0,0.0,0.0,274.07,274.07,0.0,0.0,0.0,77.98,77.98,0.0,0.0,0.0,278.64,278.64,0.0,0.0,0.0,132.38,132.38,0.0,0.0,0.0,111.38,111.38,0.0,0.0,0.0,22.44,22.44,0.0,100.0,100.0,195665.0
Manipur,NONEY,1,11.4,11.4,0.0,100.0,100.0,555.85,555.85,0.0,0.0,0.0,40.45,40.45,0.0,0.0,100.0,17.83,17.83,0.0,100.0,100.0,567.09,567.09,0.0,0.0,0.0,243.64,243.64,0.0,0.0,0.0,91.07,91.07,0.0,0.0,0.0,245.52,245.52,0.0,0.0,0.0,74.4,74.4,0.0,0.0,0.0,51.81,51.81,0.0,0.0,0.0,45.33,45.33,0.0,0.0,100.0,153758.0
Manipur,PHERZAWL,1,5.67,5.67,100.0,100.0,100.0,520.26,520.26,0.0,0.0,0.0,48.58,48.58,0.0,0.0,100.0,55.99,55.99,0.0,0.0,0.0,531.22,531.22,0.0,0.0,0.0,250.87,250.87,0.0,0.0,0.0,90.29,90.29,0.0,0.0,0.0,250.7,250.7,0.0,0.0,0.0,69.12,69.12,0.0,0.0,0.0,51.7,51.7,0.0,0.0,0.0,69.12,69.12,0.0,0.0,0.0,318505.0
Manipur,SENAPATI,1,5.2,5.2,100.0,100.0,100.0,645.82,645.82,0.0,0.0,0.0,66.63,66.63,0.0,0.0,0.0,88.95,88.95,0.0,0.0,0.0,657.55,657.55,0.0,0.0,0.0,257.68,257.68,0.0,0.0,0.0,124.19,124.19,0.0,0.0,0.0,264.1,264.1,0.0,0.0,0.0,148.48,148.48,0.0,0.0,0.0,131.48,131.48,0.0,0.0,0.0,65.78,65.78,0.0,0.0,0.0,217951.0
