state,district,district_code,pop_2011,is_island,primary_port,primary_port_probability,primary_port_drive_hours,secondary_port,secondary_port_probability,secondary_port_drive_hours,hinterland_category,contestability_index
Telangana,MAHABUBABAD,738.0,1230836,False,Visakhapatnam Port,21.9,9.34,Paradip Port,14.8,15.99,Highly Contested / Split Hinterland,0.929
Telangana,MAHBUBNAGAR,538.0,504949,False,Jawaharlal Nehru Port (JNPT),15.8,10.9,Visakhapatnam Port,13.7,11.5,Highly Contested / Split Hinterland,0.979
Telangana,MANCHERIAL,697.0,915556,False,Paradip Port,17.5,17.22,Jawaharlal Nehru Port (JNPT),16.2,13.73,Highly Contested / Split Hinterland,0.988
Telangana,MEDAK,535.0,887730,False,Jawaharlal Nehru Port (JNPT),20.4,10.62,Mumbai Port,10.8,13.51,Highly Contested / Split Hinterland,0.904
Telangana,MEDCHAL-MALKAJGIRI,749.0,964325,False,Visakhapatnam Port,16.3,10.74,Jawaharlal Nehru Port (JNPT),14.5,11.88,Highly Contested / Split Hinterland,0.982
Telangana,MULUGU,762.0,1417147,False,Visakhapatnam Port,18.8,11.01,Paradip Port,14.2,17.66,Highly Contested / Split Hinterland,0.954
Telangana,NAGARKURNOOL,743.0,1418001,False,Visakhapatnam Port,16.6,10.05,Chennai Port,15.2,8.62,Highly Contested / Split Hinterland,0.987
Telangana,NALGONDA,539.0,1831916,False,Visakhapatnam Port,19.8,9.62,Jawaharlal Nehru Port (JNPT),12.0,13.48,Highly Contested / Split Hinterland,0.921
Telangana,NARAYANPET,763.0,538952,False,Jawaharlal Nehru Port (JNPT),18.5,10.64,Chennai Port,12.5,10.66,Highly Contested / Split Hinterland,0.94
Telangana,NIRMAL,700.0,654829,False,Jawaharlal Nehru Port (JNPT),20.4,9.73,Visakhapatnam Port,12.1,12.94,Highly Contested / Split Hinterland,0.917
Telangana,NIZAMABAD,533.0,1375277,False,Jawaharlal Nehru Port (JNPT),20.0,9.94,Visakhapatnam Port,12.3,12.95,Highly Contested / Split Hinterland,0.923
Telangana,PEDDAPALLI,715.0,717880,False,Jawaharlal Nehru Port (JNPT),16.7,12.65,Visakhapatnam Port,14.2,13.55,Highly Contested / Split Hinterland,0.975
Telangana,RAJANNA SIRCILLA,717.0,617097,False,Visakhapatnam Port,16.2,12.51,Jawaharlal Nehru Port (JNPT),13.3,14.5,Highly Contested / Split Hinterland,0.972
Telangana,RANGA REDDY,537.0,2419911,False,Visakhapatnam Port,15.6,11.03,Jawaharlal Nehru Port (JNPT),13.7,12.27,Highly Contested / Split Hinterland,0.982
Telangana,SANGAREDDY,740.0,1415084,False,Jawaharlal Nehru Port (JNPT),21.7,10.35,Mumbai Port,11.4,13.24,Highly Contested / Split Hinterland,0.897
Telangana,SIDDIPET,741.0,822585,False,Visakhapatnam Port,16.6,11.54,Jawaharlal Nehru Port (JNPT),13.5,13.54,Highly Contested / Split Hinterland,0.968
Telangana,SURYAPET,745.0,909159,False,Visakhapatnam Port,25.4,8.16,Paradip Port,12.2,17.15,Highly Contested / Split Hinterland,0.869
Telangana,VIKARABAD,747.0,2400971,False,Jawaharlal Nehru Port (JNPT),17.8,10.43,Visakhapatnam Port,13.4,12.02,Highly Contested / Split Hinterland,0.956
Telangana,WANAPARTHY,742.0,505876,False,Chennai Port,14.3,9.17,Jawaharlal Nehru Port (JNPT),13.3,12.09,Highly Contested / Split Hinterland,0.991
Telangana,WARANGAL,540.0,500901,False,Visakhapatnam Port,20.5,9.99,Paradip Port,14.5,16.64,Highly Contested / Split Hinterland,0.94
Telangana,YADADRI BHUVANAGIRI,746.0,856393,False,Visakhapatnam Port,21.0,9.73,Paradip Port,13.4,17.27,Highly Contested / Split Hinterland,0.924
Tripura,DHALAI,291.0,375283,False,Paradip Port,25.3,28.17,Syama Prasad Mookerjee Port (Kolkata/Haldia),20.6,21.23,Highly Contested / Split Hinterland,0.953
Tripura,GOMTI,725.0,464796,False,Paradip Port,24.9,30.34,Syama Prasad Mookerjee Port (Kolkata/Haldia),19.5,23.4,Highly Contested / Split Hinterland,0.946
Tripura,KHOWAI,698.0,584618,False,Paradip Port,25.2,28.64,Syama Prasad Mookerjee Port (Kolkata/Haldia),20.4,21.7,Highly Contested / Split Hinterland,0.952
Tripura,NORTH TRIPURA,292.0,459665,False,Paradip Port,25.2,28.43,Syama Prasad Mookerjee Port (Kolkata/Haldia),20.5,21.49,Highly Contested / Split Hinterland,0.952
Tripura,SEPAHIJALA,699.0,593146,False,Paradip Port,25.0,29.77,Syama Prasad Mookerjee Port (Kolkata/Haldia),19.8,22.83,Highly Contested / Split Hinterland,0.948
Tripura,SOUTH TRIPURA,290.0,402727,False,Paradip Port,24.9,30.51,Syama Prasad Mookerjee Port (Kolkata/Haldia),19.5,23.56,Highly Contested / Split Hinterland,0.946
Tripura,UNAKOTI,706.0,238190,False,Paradip Port,25.4,27.33,Syama Prasad Mookerjee Port (Kolkata/Haldia),21.1,20.38,Highly Contested / Split Hinterland,0.957
Tripura,WEST TRIPURA,289.0,555491,False,Paradip Port,25.1,29.26,Syama Prasad Mookerjee Port (Kolkata/Haldia),20.0,22.32,Highly Contested / Split Hinterland,0.95
Uttar Pradesh,AGRA,146.0,4381442,False,Deendayal Port (Kandla),23.8,17.11,Paradip Port,17.3,21.76,Highly Contested / Split Hinterland,0.935
Uttar Pradesh,ALIGARH,143.0,3586451,False,Deendayal Port (Kandla),24.0,17.99,Paradip Port,18.0,22.52,Highly Contested / Split Hinterland,0.939
Uttar Pradesh,AMBEDKAR NAGAR,178.0,2363239,False,Paradip Port,27.4,16.13,Syama Prasad Mookerjee Port (Kolkata/Haldia),16.3,14.69,Highly Contested / Split Hinterland,0.889
Uttar Pradesh,AMETHI,661.0,1348775,False,Paradip Port,25.7,16.37,Deendayal Port (Kandla),15.3,21.39,Highly Contested / Split Hinterland,0.896
Uttar Pradesh,AMROHA,137.0,1746092,False,Deendayal Port (Kandla),24.7,18.57,Paradip Port,18.1,23.55,Highly Contested / Split Hinterland,0.933
Uttar Pradesh,AURAIYA,162.0,1363331,False,Deendayal Port (Kandla),20.4,19.33,Paradip Port,20.0,20.5,Highly Contested / Split Hinterland,0.996
Uttar Pradesh,AYODHYA,177.0,2375527,False,Paradip Port,25.6,16.94,Deendayal Port (Kandla),15.4,21.94,Highly Contested / Split Hinterland,0.899
Uttar Pradesh,AZAMGARH,191.0,4541835,False,Paradip Port,28.8,14.75,Syama Prasad Mookerjee Port (Kolkata/Haldia),17.5,13.31,Highly Contested / Split Hinterland,0.886
Uttar Pradesh,BAGHPAT,139.0,1292233,False,Deendayal Port (Kandla),27.7,17.09,Paradip Port,15.8,25.16,Highly Contested / Split Hinterland,0.882
Uttar Pradesh,BAHRAICH,180.0,3587503,False,Paradip Port,25.0,19.2,Deendayal Port (Kandla),15.4,24.54,Highly Contested / Split Hinterland,0.904
Uttar Pradesh,BALLIA,193.0,3212493,False,Paradip Port,32.5,13.16,Syama Prasad Mookerjee Port (Kolkata/Haldia),20.1,11.73,Highly Contested / Split Hinterland,0.876
Uttar Pradesh,BALRAMPUR,182.0,2123809,False,Paradip Port,26.0,17.84,Syama Prasad Mookerjee Port (Kolkata/Haldia),15.2,16.4,Highly Contested / Split Hinterland,0.893
Uttar Pradesh,BANDA,170.0,1733256,False,Paradip Port,22.1,17.37,Deendayal Port (Kandla),17.1,19.35,Highly Contested / Split Hinterland,0.95
Uttar Pradesh,BARA BANKI,176.0,3302373,False,Paradip Port,24.1,17.94,Deendayal Port (Kandla),17.4,20.86,Highly Contested / Split Hinterland,0.933
Uttar Pradesh,BAREILLY,150.0,4575611,False,Deendayal Port (Kandla),20.7,20.37,Paradip Port,20.7,21.37,Highly Contested / Split Hinterland,1.0
Uttar Pradesh,BASTI,185.0,2366074,False,Paradip Port,26.7,16.58,Syama Prasad Mookerjee Port (Kolkata/Haldia),15.9,15.14,Highly Contested / Split Hinterland,0.891
Uttar Pradesh,BHADOHI,198.0,1567898,False,Paradip Port,26.9,15.42,Syama Prasad Mookerjee Port (Kolkata/Haldia),16.1,13.99,Highly Contested / Split Hinterland,0.893
Uttar Pradesh,BIJNOR,134.0,3788062,False,Deendayal Port (Kandla),22.4,21.05,Paradip Port,19.3,24.21,Highly Contested / Split Hinterland,0.968
Uttar Pradesh,BUDAUN,149.0,3028019,False,Deendayal Port (Kandla),23.7,18.85,Paradip Port,17.9,23.39,Highly Contested / Split Hinterland,0.943
Uttar Pradesh,BULANDSHAHR,142.0,3599270,False,Deendayal Port (Kandla),24.6,18.52,Paradip Port,17.5,23.91,Highly Contested / Split Hinterland,0.929
Uttar Pradesh,CHANDAULI,196.0,1938147,False,Paradip Port,32.3,12.96,Syama Prasad Mookerjee Port (Kolkata/Haldia),20.1,11.52,Highly Contested / Split Hinterland,0.877
Uttar Pradesh,CHITRAKOOT,171.0,1020100,False,Paradip Port,24.5,16.09,Deendayal Port (Kandla),15.8,20.02,Highly Contested / Split Hinterland,0.913
Uttar Pradesh,DEORIA,190.0,3079826,False,Paradip Port,30.7,14.47,Syama Prasad Mookerjee Port (Kolkata/Haldia),18.6,13.03,Highly Contested / Split Hinterland,0.88
Uttar Pradesh,ETAH,201.0,1702955,False,Deendayal Port (Kandla),24.0,17.7,Paradip Port,18.1,22.01,Highly Contested / Split Hinterland,0.941
Uttar Pradesh,ETAWAH,161.0,1559596,False,Paradip Port,20.5,19.29,Deendayal Port (Kandla),20.5,18.39,Highly Contested / Split Hinterland,1.0
Uttar Pradesh,FARRUKHABAD,159.0,1869531,False,Deendayal Port (Kandla),20.4,19.69,Paradip Port,20.0,20.87,Highly Contested / Split Hinterland,0.997
Uttar Pradesh,FATEHPUR,172.0,2606150,False,Paradip Port,25.4,16.04,Deendayal Port (Kandla),16.1,20.19,Highly Contested / Split Hinterland,0.907
Uttar Pradesh,FIROZABAD,147.0,2467586,False,Deendayal Port (Kandla),23.6,17.17,Paradip Port,19.1,20.49,Highly Contested / Split Hinterland,0.955
Uttar Pradesh,GAUTAM BUDDHA NAGAR,141.0,1538497,False,Deendayal Port (Kandla),25.3,18.21,Paradip Port,17.0,24.29,Highly Contested / Split Hinterland,0.917
Uttar Pradesh,GHAZIABAD,140.0,3306982,False,Deendayal Port (Kandla),26.6,17.49,Paradip Port,16.4,24.56,Highly Contested / Split Hinterland,0.899
Uttar Pradesh,GHAZIPUR,195.0,3613922,False,Paradip Port,31.5,13.25,Syama Prasad Mookerjee Port (Kolkata/Haldia),19.5,11.81,Highly Contested / Split Hinterland,0.88
Uttar Pradesh,GONDA,183.0,3410218,False,Paradip Port,25.6,17.58,Deendayal Port (Kandla),15.4,22.83,Highly Contested / Split Hinterland,0.898
Uttar Pradesh,GORAKHPUR,188.0,4362240,False,Paradip Port,29.3,14.96,Syama Prasad Mookerjee Port (Kolkata/Haldia),17.7,13.52,Highly Contested / Split Hinterland,0.884
Uttar Pradesh,HAMIRPUR,168.0,1009952,False,Paradip Port,20.2,19.05,Deendayal Port (Kandla),17.9,19.49,Highly Contested / Split Hinterland,0.978
Uttar Pradesh,HAPUR,665.0,2576137,False,Deendayal Port (Kandla),25.4,18.01,Paradip Port,17.2,23.91,Highly Contested / Split Hinterland,0.918
Uttar Pradesh,HARDOI,155.0,4085302,False,Paradip Port,21.9,19.12,Deendayal Port (Kandla),18.3,20.35,Highly Contested / Split Hinterland,0.964
Uttar Pradesh,HATHRAS,144.0,1595549,False,Deendayal Port (Kandla),24.3,17.46,Paradip Port,17.9,22.0,Highly Contested / Split Hinterland,0.937
Uttar Pradesh,JALAUN,165.0,1687840,False,Deendayal Port (Kandla),21.0,17.62,Paradip Port,19.6,19.29,Highly Contested / Split Hinterland,0.986
Uttar Pradesh,JAUNPUR,194.0,4490982,False,Paradip Port,28.2,14.92,Syama Prasad Mookerjee Port (Kolkata/Haldia),17.1,13.48,Highly Contested / Split Hinterland,0.888
Uttar Pradesh,JHANSI,166.0,1969320,False,Deendayal Port (Kandla),22.9,15.97,Paradip Port,17.6,19.67,Highly Contested / Split Hinterland,0.947
Uttar Pradesh,KANNAUJ,160.0,1645746,False,Paradip Port,20.1,20.34,Deendayal Port (Kandla),19.8,19.59,Highly Contested / Split Hinterland,0.997
Uttar Pradesh,KANPUR DEHAT,163.0,1758960,False,Paradip Port,22.1,18.18,Deendayal Port (Kandla),19.4,18.73,Highly Contested / Split Hinterland,0.973
Uttar Pradesh,KANPUR NAGAR,164.0,4662665,False,Paradip Port,23.2,17.32,Deendayal Port (Kandla),18.9,18.71,Highly Contested / Split Hinterland,0.957
Uttar Pradesh,KASGANJ,202.0,1406850,False,Deendayal Port (Kandla),23.8,18.5,Paradip Port,17.9,23.04,Highly Contested / Split Hinterland,0.941
Uttar Pradesh,KAUSHAMBI,174.0,1412375,False,Paradip Port,23.6,17.36,Deendayal Port (Kandla),16.3,20.72,Highly Contested / Split Hinterland,0.927
Uttar Pradesh,KHERI,153.0,3976759,False,Paradip Port,21.9,21.49,Deendayal Port (Kandla),17.7,23.26,Highly Contested / Split Hinterland,0.959
Uttar Pradesh,KUSHINAGAR,189.0,3549532,False,Paradip Port,29.2,15.57,Syama Prasad Mookerjee Port (Kolkata/Haldia),18.1,13.84,Highly Contested / Split Hinterland,0.889
Uttar Pradesh,LALITPUR,167.0,1223569,False,Deendayal Port (Kandla),20.5,17.11,Paradip Port,17.4,19.86,Highly Contested / Split Hinterland,0.968
Uttar Pradesh,LUCKNOW,157.0,4576219,False,Paradip Port,23.9,17.59,Deendayal Port (Kandla),17.8,20.03,Highly Contested / Split Hinterland,0.939
Uttar Pradesh,MAHOBA,169.0,901016,False,Paradip Port,19.6,18.49,Deendayal Port (Kandla),19.2,17.86,Highly Contested / Split Hinterland,0.996
Uttar Pradesh,MAHRAJGANJ,187.0,2753342,False,Paradip Port,28.3,16.26,Syama Prasad Mookerjee Port (Kolkata/Haldia),17.0,14.72,Highly Contested / Split Hinterland,0.887
Uttar Pradesh,MAINPURI,148.0,1921981,False,Deendayal Port (Kandla),22.0,18.81,Paradip Port,19.2,21.41,Highly Contested / Split Hinterland,0.972
Uttar Pradesh,MATHURA,145.0,2525210,False,Deendayal Port (Kandla),24.0,17.41,Paradip Port,17.6,22.05,Highly Contested / Split Hinterland,0.936
Uttar Pradesh,MAU,192.0,2228668,False,Paradip Port,31.9,13.9,Syama Prasad Mookerjee Port (Kolkata/Haldia),19.5,12.46,Highly Contested / Split Hinterland,0.876
Uttar Pradesh,MEERUT,138.0,3374014,False,Deendayal Port (Kandla),26.4,17.56,Paradip Port,16.8,24.25,Highly Contested / Split Hinterland,0.904
Uttar Pradesh,MIRZAPUR,199.0,2432275,False,Paradip Port,25.2,16.36,Syama Prasad Mookerjee Port (Kolkata/Haldia),15.0,14.92,Highly Contested / Split Hinterland,0.898
Uttar Pradesh,MORADABAD,135.0,3918702,False,Deendayal Port (Kandla),23.0,19.45,Paradip Port,19.4,22.61,Highly Contested / Split Hinterland,0.964
Uttar Pradesh,MUZAFFARNAGAR,133.0,2728286,False,Deendayal Port (Kandla),26.2,18.13,Paradip Port,16.7,25.01,Highly Contested / Split Hinterland,0.905
Uttar Pradesh,PILIBHIT,151.0,2089107,False,Paradip Port,22.7,20.79,Deendayal Port (Kandla),17.5,23.17,Highly Contested / Split Hinterland,0.948
Uttar Pradesh,PRATAPGARH,173.0,3192816,False,Paradip Port,26.7,15.34,Syama Prasad Mookerjee Port (Kolkata/Haldia),16.0,13.9,Highly Contested / Split Hinterland,0.894
Uttar Pradesh,PRAYAGRAJ,175.0,6180962,False,Paradip Port,26.4,15.01,Syama Prasad Mookerjee Port (Kolkata/Haldia),15.9,13.57,Highly Contested / Split Hinterland,0.895
Uttar Pradesh,RAE BARELI,158.0,2891023,False,Paradip Port,25.5,16.45,Deendayal Port (Kandla),15.7,21.03,Highly Contested / Split Hinterland,0.902
Uttar Pradesh,RAMPUR,136.0,2102783,False,Deendayal Port (Kandla),22.5,19.93,Paradip Port,19.7,22.67,Highly Contested / Split Hinterland,0.972
Uttar Pradesh,SAHARANPUR,132.0,3453626,False,Deendayal Port (Kandla),28.5,17.54,Paradip Port,15.6,26.53,Highly Contested / Split Hinterland,0.871
Uttar Pradesh,SAMBHAL,663.0,2504981,False,Deendayal Port (Kandla),23.4,19.18,Paradip Port,18.1,23.53,Highly Contested / Split Hinterland,0.947
Uttar Pradesh,SANT KABIR NAGAR,186.0,1753973,False,Paradip Port,28.3,15.67,Syama Prasad Mookerjee Port (Kolkata/Haldia),17.0,14.23,Highly Contested / Split Hinterland,0.886
Uttar Pradesh,SHAHJAHANPUR,152.0,2747968,False,Paradip Port,21.7,20.42,Deendayal Port (Kandla),19.3,20.92,Highly Contested / Split Hinterland,0.976
Uttar Pradesh,SHAMLI,662.0,1327507,False,Deendayal Port (Kandla),31.6,16.86,Paradip Port,13.3,29.82,Highly Contested / Split Hinterland,0.818
Uttar Pradesh,SHRAWASTI,181.0,855678,False,Paradip Port,25.1,18.85,Deendayal Port (Kandla),15.4,24.21,Highly Contested / Split Hinterland,0.902
Uttar Pradesh,SIDDHARTHNAGAR,184.0,2548878,False,Paradip Port,27.3,16.84,Syama Prasad Mookerjee Port (Kolkata/Haldia),16.2,15.4,Highly Contested / Split Hinterland,0.889
Uttar Pradesh,SITAPUR,154.0,4488980,False,Paradip Port,23.5,18.8,Deendayal Port (Kandla),17.7,21.32,Highly Contested / Split Hinterland,0.941
Uttar Pradesh,SONBHADRA,200.0,1915840,False,Paradip Port,36.6,11.48,Syama Prasad Mookerjee Port (Kolkata/Haldia),23.4,10.04,Highly Contested / Split Hinterland,0.867
Uttar Pradesh,SULTANPUR,179.0,2294491,False,Paradip Port,26.8,16.4,Syama Prasad Mookerjee Port (Kolkata/Haldia),16.0,14.96,Highly Contested / Split Hinterland,0.891
Uttar Pradesh,UNNAO,156.0,3070319,False,Paradip Port,23.1,17.71,Deendayal Port (Kandla),18.3,19.46,Highly Contested / Split Hinterland,0.952
Uttar Pradesh,VARANASI,197.0,3623118,False,Paradip Port,29.5,14.23,Syama Prasad Mookerjee Port (Kolkata/Haldia),18.0,12.79,Highly Contested / Split Hinterland,0.885
Uttarakhand,ALMORA,64.0,647541,False,Deendayal Port (Kandla),23.3,22.36,Paradip Port,18.6,26.96,Highly Contested / Split Hinterland,0.952
Uttarakhand,BAGESHWAR,63.0,261150,False,Deendayal Port (Kandla),22.2,22.47,Paradip Port,19.4,25.63,Highly Contested / Split Hinterland,0.971
Uttarakhand,CHAMOLI,57.0,404819,False,Deendayal Port (Kandla),24.6,21.83,Paradip Port,17.7,27.92,Highly Contested / Split Hinterland,0.931
Uttarakhand,CHAMPAWAT,65.0,275635,False,Paradip Port,20.6,22.79,Deendayal Port (Kandla),19.8,22.26,Highly Contested / Split Hinterland,0.992
Uttarakhand,DEHRAD@N,60.0,1729450,False,Deendayal Port (Kandla),29.8,17.51,Paradip Port,15.4,27.39,Highly Contested / Split Hinterland,0.856
Uttarakhand,HARIDWAR,68.0,1844441,False,Deendayal Port (Kandla),27.0,18.31,Paradip Port,16.4,25.96,Highly Contested / Split Hinterland,0.894
Uttarakhand,NAINITAL,66.0,950212,False,Deendayal Port (Kandla),21.8,24.05,Paradip Port,19.2,27.23,Highly Contested / Split Hinterland,0.974
Uttarakhand,PAURI GARHWAL,61.0,685772,False,Deendayal Port (Kandla),21.6,24.23,Paradip Port,19.1,27.39,Highly Contested / Split Hinterland,0.975
Uttarakhand,PITHORAGARH,62.0,498558,False,Deendayal Port (Kandla),20.2,24.43,Paradip Port,20.0,25.74,Highly Contested / Split Hinterland,0.999
Uttarakhand,RUDRAPRAYAG,58.0,257203,False,Deendayal Port (Kandla),25.7,20.68,Paradip Port,17.2,27.69,Highly Contested / Split Hinterland,0.915
Uttarakhand,TEHRI GARHWAL,59.0,638232,False,Deendayal Port (Kandla),27.1,19.41,Paradip Port,16.3,27.76,Highly Contested / Split Hinterland,0.891
Uttarakhand,UDHAM SINGH NAGAR,67.0,1555000,False,Deendayal Port (Kandla),22.1,20.34,Paradip Port,19.7,22.92,Highly Contested / Split Hinterland,0.975
Uttarakhand,UTTARKASHI,56.0,338277,False,Deendayal Port (Kandla),27.2,20.48,Paradip Port,16.1,29.47,Highly Contested / Split Hinterland,0.89
West Bengal,ALIPUR DUAR,675.0,1816399,False,Syama Prasad Mookerjee Port (Kolkata/Haldia),32.2,10.19,Paradip Port,26.7,17.13,Highly Contested / Split Hinterland,0.945
West Bengal,BANKURA,339.0,3732273,False,Syama Prasad Mookerjee Port (Kolkata/Haldia),59.2,2.9,Paradip Port,23.9,7.54,Dominant / Mildly Contested,0.648
West Bengal,BIRBH@M,334.0,3627068,False,Syama Prasad Mookerjee Port (Kolkata/Haldia),61.9,3.25,Paradip Port,20.3,9.59,Dominant / Mildly Contested,0.584
West Bengal,DAKSHIN DINAJPUR,331.0,1795926,False,Syama Prasad Mookerjee Port (Kolkata/Haldia),46.9,5.69,Paradip Port,24.6,12.64,Highly Contested / Split Hinterland,0.777
West Bengal,DARJILING,327.0,1222193,False,Syama Prasad Mookerjee Port (Kolkata/Haldia),33.5,9.45,Paradip Port,26.4,16.39,Highly Contested / Split Hinterland,0.929
West Bengal,HAORA,341.0,4998672,False,Syama Prasad Mookerjee Port (Kolkata/Haldia),94.5,0.64,Paradip Port,3.3,7.4,Captive Hinterland,0.088
West Bengal,HUGLI,338.0,5703540,False,Syama Prasad Mookerjee Port (Kolkata/Haldia),86.9,1.31,Paradip Port,7.1,8.95,Captive Hinterland,0.202
West Bengal,JALPAIGURI,328.0,2194584,False,Syama Prasad Mookerjee Port (Kolkata/Haldia),34.7,9.1,Paradip Port,26.6,16.04,Highly Contested / Split Hinterland,0.92
West Bengal,JHARGRAM,727.0,2028878,False,Syama Prasad Mookerjee Port (Kolkata/Haldia),62.2,2.22,Paradip Port,25.1,5.78,Dominant / Mildly Contested,0.629
West Bengal,KALIMPONG,716.0,658530,False,Syama Prasad Mookerjee Port (Kolkata/Haldia),29.0,11.88,Paradip Port,26.5,18.82,Highly Contested / Split Hinterland,0.976
West Bengal,KOCH BIHAR,329.0,2896916,False,Syama Prasad Mookerjee Port (Kolkata/Haldia),32.1,10.25,Paradip Port,26.8,17.2,Highly Contested / Split Hinterland,0.946
West Bengal,KOLKATA,342.0,4774003,False,Syama Prasad Mookerjee Port (Kolkata/Haldia),99.8,0.1,Paradip Port,0.1,8.04,Captive Hinterland,0.004
West Bengal,MALDAH,332.0,4096183,False,Syama Prasad Mookerjee Port (Kolkata/Haldia),51.1,4.92,Paradip Port,23.4,11.86,Dominant / Mildly Contested,0.723
West Bengal,MURSHIDABAD,333.0,7381263,False,Syama Prasad Mookerjee Port (Kolkata/Haldia),54.0,4.75,Paradip Port,21.7,12.38,Dominant / Mildly Contested,0.678
West Bengal,NADIA,336.0,5288972,False,Syama Prasad Mookerjee Port (Kolkata/Haldia),72.7,2.5,Paradip Port,14.1,10.14,Dominant / Mildly Contested,0.414
West Bengal,NORTH TWENTY-FOUR PARGANAS,337.0,6917382,False,Syama Prasad Mookerjee Port (Kolkata/Haldia),89.3,1.12,Paradip Port,5.9,8.75,Captive Hinterland,0.166
West Bengal,PASCHIM BARDDHAMAN,728.0,1838866,False,Syama Prasad Mookerjee Port (Kolkata/Haldia),62.3,2.93,Paradip Port,21.2,8.45,Dominant / Mildly Contested,0.59
West Bengal,PASCHIM MEDINIPUR,344.0,4140171,False,Syama Prasad Mookerjee Port (Kolkata/Haldia),75.8,1.62,Paradip Port,15.0,6.49,Captive Hinterland,0.392
West Bengal,PURBA BARDDHAMAN,335.0,6176571,False,Syama Prasad Mookerjee Port (Kolkata/Haldia),80.1,1.85,Paradip Port,10.6,9.48,Captive Hinterland,0.305
West Bengal,PURBA MEDINIPUR,345.0,5248089,False,Syama Prasad Mookerjee Port (Kolkata/Haldia),72.1,2.13,Paradip Port,16.0,7.98,Dominant / Mildly Contested,0.438
West Bengal,PURULIYA,340.0,3021701,False,Paradip Port,43.3,6.18,Syama Prasad Mookerjee Port (Kolkata/Haldia),34.4,4.73,Highly Contested / Split Hinterland,0.911
West Bengal,SOUTH 24PARGANAS,343.0,8744550,False,Syama Prasad Mookerjee Port (Kolkata/Haldia),79.7,1.94,Paradip Port,10.6,9.88,Captive Hinterland,0.31
West Bengal,UTTAR DINAJPUR,330.0,2973383,False,Syama Prasad Mookerjee Port (Kolkata/Haldia),43.3,6.4,Paradip Port,25.2,13.34,Highly Contested / Split Hinterland,0.819
