village,district,village_code,unit,nearest_rail_station,dist_rail_station_km,nearest_icd,dist_icd_km,nearest_port,dist_port_km,nearest_air_cargo,dist_air_cargo_km,nearest_icp,dist_icp_km
Tikariya,Basti,180847,village,BASTI,8.74,ICD Lucknow,177.92,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,715.2,Lal Bahadur Shastri International Airport (VNS),139.75,Sunauli ICP,103.53
Baghahi,Basti,180695,village,BASTI,13.7,ICD Lucknow,166.77,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,724.54,Lal Bahadur Shastri International Airport (VNS),141.87,Sunauli ICP,110.47
Takiya,Basti,181171,village,BASTI,18.4,ICD Lucknow,172.13,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,715.34,Lal Bahadur Shastri International Airport (VNS),132.06,Sunauli ICP,114.2
Sirkohiya,Basti,181365,village,BASTI,17.12,ICD Lucknow,174.66,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,713.57,Lal Bahadur Shastri International Airport (VNS),132.26,Sunauli ICP,112.13
Ram Nagar,Basti,180885,village,ORWARA,10.45,ICD Lucknow,180.34,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,711.96,Lal Bahadur Shastri International Airport (VNS),137.21,Sunauli ICP,103.94
Khamaria,Basti,181147,village,ORWARA,14.66,ICD Lucknow,179.07,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,710.87,Lal Bahadur Shastri International Airport (VNS),133.44,Sunauli ICP,107.99
Bangwa,Basti,181299,village,BASTI,17.48,ICD Lucknow,169.8,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,718.25,Lal Bahadur Shastri International Airport (VNS),134.36,Sunauli ICP,114.05
Singhoriya,Basti,181286,village,BASTI,18.6,ICD Lucknow,166.89,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,720.92,Lal Bahadur Shastri International Airport (VNS),135.41,Sunauli ICP,115.53
Pirawal,Basti,181168,village,BASTI,15.41,ICD Lucknow,175.27,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,713.89,Lal Bahadur Shastri International Airport (VNS),133.75,Sunauli ICP,110.41
Itaili,Basti,181211,village,BASTI,15.73,ICD Lucknow,173.32,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,715.57,Lal Bahadur Shastri International Airport (VNS),134.17,Sunauli ICP,111.5
Chanda Khurd,Basti,179210,village,GAUR,5.1,ICD Lucknow,154.32,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,742.73,Lal Bahadur Shastri International Airport (VNS),157.95,Sunauli ICP,110.73
Misrauli,Basti,179063,village,BAHMAN JYOTIA,11.27,ICD Lucknow,138.95,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,754.87,Chaudhary Charan Singh International Airport (LKO),145.43,Sunauli ICP,123.7
Sarshi,Basti,179132,village,KATRA,10.47,ICD Lucknow,132.22,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,760.47,Chaudhary Charan Singh International Airport (LKO),138.75,Sunauli ICP,129.36
Majhganva,Basti,179079,village,S NARAYAN CHPLA,12.35,ICD Lucknow,136.22,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,757.21,Chaudhary Charan Singh International Airport (LKO),142.72,Sunauli ICP,125.94
Jagatpur,Basti,178877,village,GOVINDNAGAR,4.1,ICD Lucknow,171.12,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,731.47,Lal Bahadur Shastri International Airport (VNS),158.3,Sunauli ICP,95.54
Gawari,Basti,181078,village,MUNDERWA,11.17,ICD Lucknow,188.88,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,703.1,Lal Bahadur Shastri International Airport (VNS),133.13,Sunauli ICP,102.15
Pipraula,Basti,180385,village,GOSHAINGANJ,22.37,ICD Lucknow,159.75,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,726.57,Lal Bahadur Shastri International Airport (VNS),136.57,Sunauli ICP,120.7
Tenuwa,Basti,181082,village,MUNDERWA,12.94,ICD Lucknow,184.03,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,707.11,Lal Bahadur Shastri International Airport (VNS),133.53,Sunauli ICP,104.67
Pure Ori Raya,Basti,179674,village,GOSHAINGANJ,14.64,ICD Lucknow,149.84,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,734.36,Lal Bahadur Shastri International Airport (VNS),138.55,Sunauli ICP,128.42
Baburahia,Basti,181289,village,BASTI,19.2,ICD Lucknow,166.54,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,720.97,Lal Bahadur Shastri International Airport (VNS),135.03,Sunauli ICP,116.14
Ratanpur,Basti,179074,village,S NARAYAN CHPLA,10.71,ICD Lucknow,136.16,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,758.43,Chaudhary Charan Singh International Airport (LKO),142.78,Sunauli ICP,125.11
Narainpur Pandey,Basti,179129,village,KATRA,10.07,ICD Lucknow,131.11,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,762.24,Chaudhary Charan Singh International Airport (LKO),137.74,Sunauli ICP,129.69
Bedipur,Basti,179033,village,PARSA TEWARI,7.15,ICD Lucknow,145.15,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,751.1,Chaudhary Charan Singh International Airport (LKO),151.72,Sunauli ICP,117.47
Khaupur,Basti,179035,village,PARSA TEWARI,7.21,ICD Lucknow,143.7,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,752.52,Chaudhary Charan Singh International Airport (LKO),150.3,Sunauli ICP,118.52
Budhoowa,Basti,179255,village,GAUR,2.69,ICD Lucknow,159.17,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,742.95,Lal Bahadur Shastri International Airport (VNS),163.19,Sunauli ICP,103.39
Muradpur,Basti,178800,village,GOVINDNAGAR,7.49,ICD Lucknow,170.4,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,734.21,Lal Bahadur Shastri International Airport (VNS),161.68,Sunauli ICP,94.18
Badhawar,Basti,180628,village,BASTI,2.02,ICD Lucknow,175.96,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,722.52,Lal Bahadur Shastri International Airport (VNS),149.72,Sunauli ICP,97.35
Harhi,Basti,179447,village,GAUR,8.59,ICD Lucknow,154.36,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,740.3,Lal Bahadur Shastri International Airport (VNS),154.12,Sunauli ICP,112.96
Bisunpura,Basti,179420,village,TINICH,5.06,ICD Lucknow,163.5,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,733.02,Lal Bahadur Shastri International Airport (VNS),152.32,Sunauli ICP,105.83
Koilpur,Basti,179409,village,TINICH,4.44,ICD Lucknow,164.85,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,732.22,Lal Bahadur Shastri International Airport (VNS),152.54,Sunauli ICP,104.51
Sirpatpur,Basti,179549,village,BABHNAN,11.79,ICD Lucknow,146.05,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,747.05,Chaudhary Charan Singh International Airport (LKO),152.27,Sunauli ICP,119.62
Gajipur,Basti,179517,village,BABHNAN,10.89,ICD Lucknow,148.77,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,744.88,Chaudhary Charan Singh International Airport (LKO),154.99,Sunauli ICP,117.38
Bharwaliya,Basti,180494,village,BASTI,3.1,ICD Lucknow,179.8,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,720.18,Lal Bahadur Shastri International Airport (VNS),150.54,Sunauli ICP,93.89
Pure Hasin,Basti,179582,village,PARSA TEWARI,14.03,ICD Lucknow,143.56,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,748.27,Chaudhary Charan Singh International Airport (LKO),149.71,Sunauli ICP,122.41
Kaptanganj (NP),Basti,804176,village,TINICH,13.98,ICD Lucknow,159.6,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,731.45,Lal Bahadur Shastri International Airport (VNS),145.2,Sunauli ICP,114.17
Gangapur,Basti,180267,village,TINICH,13.66,ICD Lucknow,163.7,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,727.78,Lal Bahadur Shastri International Airport (VNS),143.75,Sunauli ICP,111.65
Chhapiyia,Basti,180920,village,MUNDERWA,2.73,ICD Lucknow,190.63,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,706.27,Lal Bahadur Shastri International Airport (VNS),141.29,Sunauli ICP,94.12
Lokaipur,Basti,179614,village,BILHAR GHAT,17.69,ICD Lucknow,142.69,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,746.09,Chaudhary Charan Singh International Airport (LKO),148.5,Sunauli ICP,126.14
Pandey Deeh,Basti,180732,village,BASTI,4.33,ICD Lucknow,176.35,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,719.1,Lal Bahadur Shastri International Airport (VNS),144.5,Sunauli ICP,100.94
Berwa,Basti,180517,village,BASTI,1.38,ICD Lucknow,178.88,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,719.91,Lal Bahadur Shastri International Airport (VNS),148.98,Sunauli ICP,95.7
Bareriya Kuwar,Basti,179468,village,GAUR,11.79,ICD Lucknow,150.24,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,742.74,Lal Bahadur Shastri International Airport (VNS),153.69,Sunauli ICP,117.14
Bhanpur (NP),Basti,804232,village,TINICH,15.01,ICD Lucknow,168.47,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,742.18,Lal Bahadur Shastri International Airport (VNS),171.25,Sunauli ICP,91.12
Hengapur,Basti,180089,village,GOSHAINGANJ,14.95,ICD Lucknow,148.44,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,736.08,Lal Bahadur Shastri International Airport (VNS),140.03,Sunauli ICP,128.61
Bahadurpur,Basti,181158,village,BASTI,14.79,ICD Lucknow,176.98,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,712.71,Lal Bahadur Shastri International Airport (VNS),133.92,Sunauli ICP,109.04
Akolha,Basti,181210,village,BASTI,15.05,ICD Lucknow,173.7,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,715.57,Lal Bahadur Shastri International Airport (VNS),134.69,Sunauli ICP,110.78
Dhekaha,Basti,180422,village,BASTI,19.85,ICD Lucknow,164.09,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,723.6,Lal Bahadur Shastri International Airport (VNS),136.69,Sunauli ICP,116.82
Gaura,Basti,180363,village,GOSHAINGANJ,20.55,ICD Lucknow,156.75,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,729.44,Lal Bahadur Shastri International Airport (VNS),138.06,Sunauli ICP,122.21
Thakurapar,Basti,181040,village,MUNDERWA,10.92,ICD Lucknow,186.02,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,706.09,Lal Bahadur Shastri International Airport (VNS),134.52,Sunauli ICP,102.59
Samauti,Basti,179691,village,GAUR,17.27,ICD Lucknow,152.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,737.42,Lal Bahadur Shastri International Airport (VNS),146.68,Sunauli ICP,120.12
Karvana,Basti,179957,village,BILHAR GHAT,10.93,ICD Lucknow,135.36,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,750.81,Chaudhary Charan Singh International Airport (LKO),141.0,Sunauli ICP,133.53
Junaipur,Basti,179738,village,GAUR,16.59,ICD Lucknow,153.85,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,736.04,Lal Bahadur Shastri International Airport (VNS),146.42,Sunauli ICP,118.56
Kharhariya,Basti,179881,village,BILHAR GHAT,14.88,ICD Lucknow,139.76,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,747.97,Chaudhary Charan Singh International Airport (LKO),145.51,Sunauli ICP,129.08
Bans Gaon,Basti,179617,village,BILHAR GHAT,17.75,ICD Lucknow,143.72,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,744.6,Chaudhary Charan Singh International Airport (LKO),149.45,Sunauli ICP,126.07
Khamariya Sujat,Basti,179682,village,GAUR,18.26,ICD Lucknow,149.04,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,739.89,Lal Bahadur Shastri International Airport (VNS),147.6,Sunauli ICP,122.32
Dadiya,Basti,181332,village,BASTI,22.84,ICD Lucknow,166.51,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,718.94,Lal Bahadur Shastri International Airport (VNS),131.07,Sunauli ICP,119.52
Kalwari Must,Basti,181343,village,BASTI,21.36,ICD Lucknow,170.55,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,715.41,Lal Bahadur Shastri International Airport (VNS),129.92,Sunauli ICP,117.27
Rajpur Bairihwa,Basti,181384,village,BASTI,19.67,ICD Lucknow,176.38,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,710.74,Lal Bahadur Shastri International Airport (VNS),129.28,Sunauli ICP,113.48
Parewa,Basti,181461,village,MUNDERWA,21.15,ICD Lucknow,183.42,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,703.24,Lal Bahadur Shastri International Airport (VNS),125.07,Sunauli ICP,112.6
Baluwa,Basti,179233,village,GAUR,2.36,ICD Lucknow,154.96,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,744.83,Chaudhary Charan Singh International Airport (LKO),161.63,Sunauli ICP,108.03
Kavalsiya,Basti,179370,village,TINICH,3.38,ICD Lucknow,162.79,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,738.27,Lal Bahadur Shastri International Airport (VNS),159.82,Sunauli ICP,101.9
Kolhui,Basti,178529,village,GOVINDNAGAR,26.57,ICD Lucknow,178.35,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,741.55,Lal Bahadur Shastri International Airport (VNS),179.88,Sunauli ICP,78.84
Aurangabad,Basti,179820,village,RAMGHAT HALT,12.66,ICD Lucknow,136.05,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,754.06,Chaudhary Charan Singh International Airport (LKO),142.18,Sunauli ICP,128.93
Karsari,Basti,181434,village,ORWARA,16.25,ICD Lucknow,178.72,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,710.37,Lal Bahadur Shastri International Airport (VNS),131.97,Sunauli ICP,109.5
Umriya,Basti,181187,village,BASTI,16.0,ICD Lucknow,175.28,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,713.58,Lal Bahadur Shastri International Airport (VNS),133.16,Sunauli ICP,110.91
Bela Buzurg,Basti,181291,village,BASTI,20.4,ICD Lucknow,165.39,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,721.62,Lal Bahadur Shastri International Airport (VNS),134.7,Sunauli ICP,117.37
Gulauri Khurd,Basti,180379,village,GOSHAINGANJ,21.72,ICD Lucknow,159.38,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,726.61,Lal Bahadur Shastri International Airport (VNS),136.15,Sunauli ICP,121.38
Tarana,Basti,179626,village,BABHNAN,17.71,ICD Lucknow,147.08,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,742.42,Lal Bahadur Shastri International Airport (VNS),149.77,Sunauli ICP,122.75
Palhanapur,Basti,179512,village,BABHNAN,10.47,ICD Lucknow,148.03,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,745.84,Chaudhary Charan Singh International Airport (LKO),154.3,Sunauli ICP,117.62
Mushi,Basti,179451,village,GAUR,7.75,ICD Lucknow,156.84,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,738.57,Lal Bahadur Shastri International Airport (VNS),153.97,Sunauli ICP,110.76
Jaudalpur,Basti,179705,village,GAUR,12.87,ICD Lucknow,151.68,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,740.37,Lal Bahadur Shastri International Airport (VNS),151.34,Sunauli ICP,117.25
Goura Rohari,Basti,181432,village,ORWARA,17.88,ICD Lucknow,180.4,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,707.9,Lal Bahadur Shastri International Airport (VNS),129.7,Sunauli ICP,110.35
Madanpura,Basti,181385,village,BASTI,19.67,ICD Lucknow,177.29,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,709.96,Lal Bahadur Shastri International Airport (VNS),129.08,Sunauli ICP,113.02
Janwal,Basti,181430,village,ORWARA,19.33,ICD Lucknow,178.47,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,709.01,Lal Bahadur Shastri International Airport (VNS),128.97,Sunauli ICP,112.3
Sikati,Basti,179430,village,GOVINDNAGAR,3.33,ICD Lucknow,169.12,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,728.97,Lal Bahadur Shastri International Airport (VNS),152.14,Sunauli ICP,101.15
Pipara Gosain,Basti,179344,village,TINICH,6.62,ICD Lucknow,159.52,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,736.74,Lal Bahadur Shastri International Airport (VNS),153.93,Sunauli ICP,108.33
Darolee,Basti,180467,village,BASTI,3.25,ICD Lucknow,178.61,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,721.67,Lal Bahadur Shastri International Airport (VNS),151.49,Sunauli ICP,94.09
Lohati,Basti,180542,village,ORWARA,2.72,ICD Lucknow,180.93,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,717.51,Lal Bahadur Shastri International Airport (VNS),147.56,Sunauli ICP,95.28
Gauhaniya Napal Singh,Basti,179590,village,PARSA TEWARI,16.15,ICD Lucknow,142.16,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,748.33,Chaudhary Charan Singh International Airport (LKO),148.19,Sunauli ICP,124.62
Ramgowa,Basti,181468,village,ORWARA,14.58,ICD Lucknow,181.82,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,708.31,Lal Bahadur Shastri International Airport (VNS),132.57,Sunauli ICP,106.91
Bari Ghat,Basti,181495,village,MUNDERWA,13.83,ICD Lucknow,184.01,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,706.59,Lal Bahadur Shastri International Airport (VNS),132.53,Sunauli ICP,105.55
Dharmupur,Basti,180399,village,GOSHAINGANJ,19.59,ICD Lucknow,153.51,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,732.94,Lal Bahadur Shastri International Airport (VNS),140.48,Sunauli ICP,123.32
Haribanshpur Bujurg,Basti,180371,village,TINICH,20.88,ICD Lucknow,158.93,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,728.27,Lal Bahadur Shastri International Airport (VNS),138.68,Sunauli ICP,119.73
Bhoyar Chaube,Basti,181266,village,BASTI,18.16,ICD Lucknow,164.9,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,723.69,Lal Bahadur Shastri International Airport (VNS),137.94,Sunauli ICP,115.12
Belwadand,Basti,181250,village,BASTI,13.8,ICD Lucknow,171.58,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,718.43,Lal Bahadur Shastri International Airport (VNS),137.11,Sunauli ICP,110.39
Bhitaha,Basti,181048,village,ORWARA,11.14,ICD Lucknow,183.78,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,708.47,Lal Bahadur Shastri International Airport (VNS),135.67,Sunauli ICP,102.98
Muradpur Urf Belarai,Basti,181054,village,ORWARA,11.07,ICD Lucknow,182.86,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,709.27,Lal Bahadur Shastri International Airport (VNS),135.85,Sunauli ICP,103.41
Kalyanpur,Basti,180175,village,GOSHAINGANJ,20.24,ICD Lucknow,154.62,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,731.99,Lal Bahadur Shastri International Airport (VNS),140.11,Sunauli ICP,122.57
Deokher,Basti,179944,village,BILHAR GHAT,13.16,ICD Lucknow,136.31,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,751.1,Chaudhary Charan Singh International Airport (LKO),142.1,Sunauli ICP,131.53
Rajauli,Basti,179743,village,GAUR,15.1,ICD Lucknow,154.71,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,736.1,Lal Bahadur Shastri International Airport (VNS),147.5,Sunauli ICP,117.0
Pure Hindu,Basti,179945,village,BILHAR GHAT,13.84,ICD Lucknow,137.3,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,750.37,Chaudhary Charan Singh International Airport (LKO),143.1,Sunauli ICP,130.63
Parsa,Basti,180250,village,TINICH,11.35,ICD Lucknow,163.81,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,728.99,Lal Bahadur Shastri International Airport (VNS),145.97,Sunauli ICP,109.92
Pilkhau,Basti,180252,village,TINICH,11.61,ICD Lucknow,162.43,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,730.07,Lal Bahadur Shastri International Airport (VNS),146.17,Sunauli ICP,110.97
Patkhauli Raja,Basti,180248,village,TINICH,11.29,ICD Lucknow,164.44,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,728.49,Lal Bahadur Shastri International Airport (VNS),145.88,Sunauli ICP,109.45
Duhava Misir,Basti,179616,village,BABHNAN,18.56,ICD Lucknow,144.35,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,744.61,Chaudhary Charan Singh International Airport (LKO),150.15,Sunauli ICP,124.95
Lodhava,Basti,179385,village,TINICH,7.81,ICD Lucknow,159.98,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,735.06,Lal Bahadur Shastri International Airport (VNS),151.71,Sunauli ICP,109.33
Ghatampur,Basti,179524,village,GAUR,11.62,ICD Lucknow,149.87,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,743.32,Lal Bahadur Shastri International Airport (VNS),154.25,Sunauli ICP,117.14
Pipra Kaji,Basti,179463,village,GAUR,9.53,ICD Lucknow,157.14,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,737.25,Lal Bahadur Shastri International Airport (VNS),152.16,Sunauli ICP,111.63
Kohak Misra,Basti,179836,village,PARSA TEWARI,14.78,ICD Lucknow,140.29,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,751.08,Chaudhary Charan Singh International Airport (LKO),146.47,Sunauli ICP,124.95
Kathawaliya,Basti,179799,village,RAMGHAT HALT,12.37,ICD Lucknow,135.66,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,754.92,Chaudhary Charan Singh International Airport (LKO),141.85,Sunauli ICP,128.75
Mirwapur,Basti,179384,village,TINICH,6.99,ICD Lucknow,160.89,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,734.55,Lal Bahadur Shastri International Airport (VNS),151.89,Sunauli ICP,108.41
