state,district,sub_district,sub_district_code,nearest_rail_station,dist_rail_station_km,nearest_icd,dist_icd_km,nearest_port,dist_port_km,nearest_air_cargo,dist_air_cargo_km,nearest_icp,dist_icp_km
Bihar,Bhagalpur,Naugachhia,1332,NAUGACHIA,3.92,ICD Siliguri,192.39,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,335.52,Jay Prakash Narayan International Airport (PAT),198.38,Jogbani ICP,105.58
Bihar,Bhagalpur,Pirpainti,1335,PIRPAINTI,4.05,ICD Siliguri,179.86,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,312.87,Jay Prakash Narayan International Airport (PAT),235.36,Jogbani ICP,117.25
Bihar,Bhagalpur,Rangra Chowk,1333,KATAREAH,2.8,ICD Siliguri,188.18,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,331.47,Jay Prakash Narayan International Airport (PAT),206.29,Jogbani ICP,105.91
Bihar,Bhagalpur,Sabour,1338,SABAUR,2.45,ICD Patna,194.33,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,316.8,Jay Prakash Narayan International Airport (PAT),199.36,Jogbani ICP,126.96
Bihar,Bhagalpur,Shahkund,1341,AKBARNAGAR,9.0,ICD Patna,175.43,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,319.12,Jay Prakash Narayan International Airport (PAT),180.3,Jogbani ICP,139.4
Bihar,Bhagalpur,Sonhaula,1344,GHOGA,10.95,ICD Siliguri,209.97,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,300.8,Jay Prakash Narayan International Airport (PAT),216.45,Jogbani ICP,136.62
Bihar,Bhagalpur,Sultanganj,1340,SULTANGANJ,4.58,ICD Patna,163.93,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,328.55,Jay Prakash Narayan International Airport (PAT),168.84,Jogbani ICP,138.14
Bihar,Bhojpur,Agiaon,1432,Garhani,7.08,ICD Patna,57.32,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,480.2,Jay Prakash Narayan International Airport (PAT),52.09,Raxaul ICP,178.09
Bihar,Bhojpur,Arrah,1422,KARISATH,8.2,ICD Patna,53.53,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,499.58,Jay Prakash Narayan International Airport (PAT),48.25,Raxaul ICP,151.17
Bihar,Bhojpur,Barhara,1423,REVELGANJ GHAT HALT,12.32,ICD Patna,52.67,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,502.65,Jay Prakash Narayan International Airport (PAT),47.6,Raxaul ICP,144.71
Bihar,Bhojpur,Behea,1427,BANAHI,2.4,ICD Patna,75.78,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,513.62,Jay Prakash Narayan International Airport (PAT),70.41,Raxaul ICP,160.76
Bihar,Bhojpur,Charpokhari,1430,Charpokhari Halt,1.75,ICD Patna,71.09,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,490.75,Jay Prakash Narayan International Airport (PAT),65.76,Raxaul ICP,181.82
Bihar,Bhojpur,Garhani,1431,Semraon,2.27,ICD Patna,62.16,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,488.43,Jay Prakash Narayan International Airport (PAT),56.79,Raxaul ICP,174.89
Bihar,Bhojpur,Jagdishpur,1428,BIHIYA,8.89,ICD Patna,68.86,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,500.52,Jay Prakash Narayan International Airport (PAT),63.42,Raxaul ICP,168.97
Bihar,Bhojpur,Koilwar,1424,KULHARIA,1.39,ICD Patna,36.73,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,483.97,Jay Prakash Narayan International Airport (PAT),31.34,Raxaul ICP,153.85
Bihar,Bhojpur,Piro,1429,Nonar Halt,5.46,ICD Patna,82.93,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,499.04,Jay Prakash Narayan International Airport (PAT),77.57,Raxaul ICP,186.57
Bihar,Bhojpur,Sahar,1434,Charpokhari Halt,14.29,ICD Patna,66.82,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,476.34,Jay Prakash Narayan International Airport (PAT),61.84,Raxaul ICP,190.17
Bihar,Bhojpur,Sandesh,1425,Udwant Nagar Halt,12.94,ICD Patna,47.3,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,476.98,Jay Prakash Narayan International Airport (PAT),42.05,Raxaul ICP,171.89
Bihar,Bhojpur,Shahpur,1421,AMAR SAHEED JAGDEV P HALT,10.07,ICD Patna,71.12,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,515.19,Jay Prakash Narayan International Airport (PAT),65.9,Raxaul ICP,151.42
Bihar,Bhojpur,Tarari,1433,Nonar Halt,7.83,ICD Patna,79.28,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,486.69,Jay Prakash Narayan International Airport (PAT),74.12,Raxaul ICP,193.79
Bihar,Bhojpur,Udwant Nagar,1426,Udwant Nagar Halt,2.44,ICD Patna,51.02,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,489.12,Jay Prakash Narayan International Airport (PAT),45.58,Raxaul ICP,162.51
Bihar,Buxar,Barhampur,1437,RAGHUNATHPUR,3.7,ICD Patna,83.54,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,521.18,Jay Prakash Narayan International Airport (PAT),78.21,Raxaul ICP,160.98
Bihar,Buxar,Buxar,1441,BUXAR,3.19,ICD Patna,111.02,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,540.42,Jay Prakash Narayan International Airport (PAT),105.65,Raxaul ICP,175.77
Bihar,Buxar,Chakki,1436,TWINING GANJ,6.84,ICD Patna,90.39,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,528.81,Jay Prakash Narayan International Airport (PAT),85.11,Raxaul ICP,159.97
Bihar,Buxar,Chaugain,1438,VEER KUNWAR HALT,7.66,ICD Patna,89.61,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,518.82,Jay Prakash Narayan International Airport (PAT),84.18,Raxaul ICP,172.88
Bihar,Buxar,Chausa,1442,BARAKALAN,4.48,ICD Patna,126.99,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,545.88,Lal Bahadur Shastri International Airport (VNS),98.95,Raxaul ICP,193.24
Bihar,Buxar,Dumraon,1440,DUMRAON,5.4,ICD Patna,96.87,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,526.58,Jay Prakash Narayan International Airport (PAT),91.47,Raxaul ICP,173.05
Bihar,Buxar,Itarhi,1444,PAWANI KUMARPUR HALT,11.93,ICD Patna,112.44,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,533.13,Jay Prakash Narayan International Airport (PAT),107.0,Raxaul ICP,187.16
Bihar,Buxar,Kesath,1439,VEER KUNWAR HALT,15.4,ICD Patna,90.57,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,513.8,Jay Prakash Narayan International Airport (PAT),85.13,Raxaul ICP,180.16
Bihar,Buxar,Nawanagar,1445,DUMRAON,18.02,ICD Patna,98.13,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,518.47,Jay Prakash Narayan International Airport (PAT),92.7,Raxaul ICP,184.6
Bihar,Buxar,Rajpur,1443,CHAUSA,16.71,ICD Patna,121.56,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,533.4,Lal Bahadur Shastri International Airport (VNS),107.12,Raxaul ICP,199.48
Bihar,Buxar,Simri,1435,DUMRAON,8.51,ICD Patna,98.27,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,536.2,Jay Prakash Narayan International Airport (PAT),93.01,Raxaul ICP,161.26
Bihar,Darbhanga,Alinagar,1187,Lohna Road,14.93,ICD Patna,118.44,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,437.59,Jay Prakash Narayan International Airport (PAT),123.69,Jogbani ICP,107.02
Bihar,Darbhanga,Bahadurpur,1189,LAHERIA SARAI,9.13,ICD Patna,99.48,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,449.37,Jay Prakash Narayan International Airport (PAT),104.56,Jogbani ICP,128.05
Bihar,Darbhanga,Baheri,1192,THALWARA,15.85,ICD Patna,98.79,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,439.01,Jay Prakash Narayan International Airport (PAT),104.04,Jogbani ICP,126.49
Bihar,Darbhanga,Benipur,1188,Manigachi,15.15,ICD Patna,110.11,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,441.17,Jay Prakash Narayan International Airport (PAT),115.32,Jogbani ICP,115.77
Bihar,Darbhanga,Biraul,1193,Biraul,5.62,ICD Patna,109.42,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,427.39,Jay Prakash Narayan International Airport (PAT),114.78,Jogbani ICP,115.53
Bihar,Darbhanga,Darbhanga,1184,BIJULI HALT,0.3,ICD Patna,103.74,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,459.14,Jay Prakash Narayan International Airport (PAT),108.62,Jogbani ICP,127.81
Bihar,Darbhanga,Ghanshyampur,1194,Biraul,16.72,ICD Patna,126.75,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,431.55,Jay Prakash Narayan International Airport (PAT),132.05,Jogbani ICP,98.2
Bihar,Darbhanga,Gora Bauram,1196,Biraul,7.33,ICD Patna,121.02,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,421.32,Jay Prakash Narayan International Airport (PAT),126.41,Jogbani ICP,104.38
Bihar,Darbhanga,Hanumannagar,1190,THALWARA,11.1,ICD Patna,82.02,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,459.45,Jay Prakash Narayan International Airport (PAT),86.84,Raxaul ICP,134.83
Bihar,Darbhanga,Hayaghat,1191,HAIAGHAT,3.83,ICD Patna,89.63,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,448.9,Jay Prakash Narayan International Airport (PAT),94.71,Jogbani ICP,137.34
Bihar,Darbhanga,Jale,1181,MURAITHA,2.29,ICD Patna,102.82,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,485.58,Jay Prakash Narayan International Airport (PAT),106.91,Raxaul ICP,113.19
Bihar,Darbhanga,Keotiranway,1183,KAKARGHATTI,8.34,ICD Patna,106.07,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,468.04,Jay Prakash Narayan International Airport (PAT),110.73,Jogbani ICP,130.43
Bihar,Darbhanga,Kiratpur,1195,Biraul,14.44,ICD Patna,128.02,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,422.3,Jay Prakash Narayan International Airport (PAT),133.39,Jogbani ICP,97.17
Bihar,Darbhanga,Kusheshwar Asthan,1197,Biraul,12.08,ICD Patna,113.68,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,411.32,Jay Prakash Narayan International Airport (PAT),119.12,Jogbani ICP,114.39
Bihar,Darbhanga,Kusheshwar Asthan Purbi,1198,HASANPUR ROAD,19.52,ICD Patna,122.39,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,402.81,Jay Prakash Narayan International Airport (PAT),127.83,Jogbani ICP,108.71
Bihar,Darbhanga,Manigachhi,1185,Manigachi,3.42,ICD Patna,116.88,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,450.84,Jay Prakash Narayan International Airport (PAT),121.93,Jogbani ICP,111.95
Bihar,Darbhanga,Singhwara,1182,SHISHO,10.15,ICD Patna,88.59,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,470.73,Jay Prakash Narayan International Airport (PAT),93.07,Raxaul ICP,124.59
Bihar,Darbhanga,Tardih,1186,Jhanjharpur,7.08,ICD Patna,126.97,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,442.74,Jay Prakash Narayan International Airport (PAT),132.15,Jogbani ICP,99.74
Bihar,Gaya,Amas,1499,RAFIGANJ,23.35,ICD Patna,119.3,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,432.33,Jay Prakash Narayan International Airport (PAT),116.18,Raxaul ICP,260.15
Bihar,Gaya,Atri,1493,KOLHANA HALT,10.1,ICD Patna,76.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,406.71,Jay Prakash Narayan International Airport (PAT),75.32,Raxaul ICP,229.17
Bihar,Gaya,Banke Bazar,1500,RAFIGANJ,31.83,ICD Patna,126.73,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,427.43,Jay Prakash Narayan International Airport (PAT),123.76,Raxaul ICP,268.54
Bihar,Gaya,Barachatti,1510,PAHARPUR,23.25,ICD Patna,122.68,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,390.35,Jay Prakash Narayan International Airport (PAT),121.32,Raxaul ICP,274.02
Bihar,Gaya,Belaganj,1489,Bela,1.85,ICD Patna,69.07,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,424.58,Jay Prakash Narayan International Airport (PAT),67.17,Raxaul ICP,219.29
Bihar,Gaya,Bodh Gaya,1505,BANDHUA,12.27,ICD Patna,101.55,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,407.71,Jay Prakash Narayan International Airport (PAT),99.79,Raxaul ICP,251.62
Bihar,Gaya,Dobhi,1504,TANKUPPA,31.33,ICD Patna,121.75,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,404.08,Jay Prakash Narayan International Airport (PAT),119.77,Raxaul ICP,270.46
Bihar,Gaya,Dumaria,1502,NABENAGAR ROAD,37.56,ICD Patna,144.8,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,444.45,Jay Prakash Narayan International Airport (PAT),141.26,Raxaul ICP,279.56
Bihar,Gaya,Fatehpur,1508,PAHARPUR,2.75,ICD Patna,108.04,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,382.79,Jay Prakash Narayan International Airport (PAT),107.57,Raxaul ICP,261.47
Bihar,Gaya,Gaya Town C.D.Block,1495,GAYA JN,1.77,ICD Patna,86.74,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,415.16,Jay Prakash Narayan International Airport (PAT),84.93,Raxaul ICP,236.88
Bihar,Gaya,Guraru,1497,GURARU,4.18,ICD Patna,96.53,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,429.63,Jay Prakash Narayan International Airport (PAT),93.7,Raxaul ICP,240.9
Bihar,Gaya,Gurua,1498,ISMAILPUR,18.38,ICD Patna,110.66,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,425.07,Jay Prakash Narayan International Airport (PAT),107.9,Raxaul ICP,254.84
Bihar,Gaya,Imamganj,1501,RAFIGANJ,44.86,ICD Ranchi,134.43,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,422.02,Jay Prakash Narayan International Airport (PAT),136.33,Raxaul ICP,281.61
Bihar,Gaya,Khizirsarai,1490,Neyamatpur,12.91,ICD Patna,68.63,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,415.13,Jay Prakash Narayan International Airport (PAT),67.6,Raxaul ICP,221.23
Bihar,Gaya,Konch,1487,ISMAILPUR,13.83,ICD Patna,81.27,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,441.82,Jay Prakash Narayan International Airport (PAT),77.95,Raxaul ICP,223.05
Bihar,Gaya,Manpur,1494,MANPUR JN,2.81,ICD Patna,85.87,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,408.03,Jay Prakash Narayan International Airport (PAT),84.59,Raxaul ICP,237.75
Bihar,Gaya,Mohanpur,1509,BANSINALA HALT,12.99,ICD Patna,112.42,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,391.46,Jay Prakash Narayan International Airport (PAT),111.27,Raxaul ICP,264.48
Bihar,Gaya,Muhra,1492,Jethian,3.93,ICD Patna,77.59,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,396.66,Jay Prakash Narayan International Airport (PAT),77.81,Raxaul ICP,231.37
Bihar,Gaya,Neem Chak Bathani,1491,Natesar,2.05,ICD Patna,68.37,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,403.84,Jay Prakash Narayan International Airport (PAT),68.61,Raxaul ICP,222.15
Bihar,Gaya,Paraiya,1496,PARAIYA,3.22,ICD Patna,93.04,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,423.15,Jay Prakash Narayan International Airport (PAT),90.6,Raxaul ICP,240.03
Bihar,Gaya,Sherghati,1503,PARAIYA,23.52,ICD Patna,113.19,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,413.28,Jay Prakash Narayan International Airport (PAT),110.93,Raxaul ICP,260.54
Bihar,Gaya,Tan Kuppa,1506,BANSINALA HALT,1.79,ICD Patna,99.87,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,392.1,Jay Prakash Narayan International Airport (PAT),99.13,Raxaul ICP,252.89
Bihar,Gaya,Tikari,1488,Bela,12.55,ICD Patna,74.91,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,434.87,Jay Prakash Narayan International Airport (PAT),72.09,Raxaul ICP,220.59
Bihar,Gaya,Wazirganj,1507,KOLHANA HALT,3.06,ICD Patna,88.91,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,396.4,Jay Prakash Narayan International Airport (PAT),88.37,Raxaul ICP,242.26
Bihar,Gopalganj,Baikunthpur,1228,Dighwa Dubauli,2.24,ICD Patna,84.39,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,540.75,Jay Prakash Narayan International Airport (PAT),82.94,Raxaul ICP,77.63
Bihar,Gopalganj,Barauli,1226,Ratan Sarai,3.58,ICD Patna,101.48,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,558.55,Jay Prakash Narayan International Airport (PAT),99.7,Raxaul ICP,69.06
Bihar,Gopalganj,Bhorey,1217,Bathua Bazar,12.17,ICD Patna,135.67,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,594.79,Jay Prakash Narayan International Airport (PAT),132.52,Raxaul ICP,92.6
Bihar,Gopalganj,Bijaipur,1216,BHATNI JN,10.03,ICD Patna,147.5,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,606.18,Jay Prakash Narayan International Airport (PAT),144.12,Raxaul ICP,102.4
Bihar,Gopalganj,Gopalganj,1224,Narkatia Bazar,9.2,ICD Patna,121.89,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,579.25,Jay Prakash Narayan International Airport (PAT),119.94,Raxaul ICP,62.28
Bihar,Gopalganj,Hathua,1221,Lain Bazar,7.07,ICD Patna,120.25,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,579.47,Jay Prakash Narayan International Airport (PAT),117.22,Raxaul ICP,89.04
Bihar,Gopalganj,Katiya,1215,Bathua Bazar,15.53,ICD Patna,146.97,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,606.21,Jay Prakash Narayan International Airport (PAT),144.07,Raxaul ICP,86.92
Bihar,Gopalganj,Kuchaikote,1219,Sipaya,1.87,ICD Patna,132.53,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,591.09,Jay Prakash Narayan International Airport (PAT),130.15,Raxaul ICP,70.6
Bihar,Gopalganj,Manjha,1225,Manjhagarh,0.9,ICD Patna,108.7,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,566.85,Jay Prakash Narayan International Airport (PAT),106.55,Raxaul ICP,71.62
Bihar,Gopalganj,Pach Deuri,1218,Bathua Bazar,8.84,ICD Patna,140.93,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,600.09,Jay Prakash Narayan International Airport (PAT),138.19,Raxaul ICP,81.2
Bihar,Gopalganj,Phulwaria,1220,Phulwaria,3.78,ICD Patna,128.82,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,588.06,Jay Prakash Narayan International Airport (PAT),125.93,Raxaul ICP,84.88
Bihar,Gopalganj,Sidhwalia,1227,Sidhwalia,4.49,ICD Patna,94.93,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,550.88,Jay Prakash Narayan International Airport (PAT),93.48,Raxaul ICP,69.17
Bihar,Gopalganj,Thawe,1223,Thawe Junction,1.86,ICD Patna,115.1,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,573.87,Jay Prakash Narayan International Airport (PAT),112.68,Raxaul ICP,75.14
Bihar,Gopalganj,Uchkagaon,1222,Lain Bazar,3.99,ICD Patna,120.56,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,579.69,Jay Prakash Narayan International Airport (PAT),117.88,Raxaul ICP,80.17
Bihar,Jamui,Barhat,1528,JAMUI,6.76,ICD Patna,128.76,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,338.15,Jay Prakash Narayan International Airport (PAT),133.0,Jogbani ICP,175.57
Bihar,Jamui,Chakai,1534,TULSITANR,20.17,ICD Ranchi,168.41,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,288.83,Jay Prakash Narayan International Airport (PAT),174.19,Jogbani ICP,216.83
Bihar,Jamui,Gidhaur,1531,GIDHAUR,2.4,ICD Patna,139.81,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,323.13,Jay Prakash Narayan International Airport (PAT),143.68,Jogbani ICP,189.52
Bihar,Jamui,Islamnagar Aliganj,1525,ADARSH MANPUR,21.5,ICD Patna,105.66,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,353.73,Jay Prakash Narayan International Airport (PAT),108.96,Jogbani ICP,204.83
Bihar,Jamui,Jamui,1527,JAMUI,7.83,ICD Patna,123.38,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,339.4,Jay Prakash Narayan International Airport (PAT),127.3,Jogbani ICP,187.13
Bihar,Jamui,Jhajha,1530,JHAJHA,1.16,ICD Patna,153.86,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,309.25,Jay Prakash Narayan International Airport (PAT),157.69,Jogbani ICP,192.7
Bihar,Jamui,Khaira,1532,GIDHAUR,17.27,ICD Patna,132.59,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,327.4,Jay Prakash Narayan International Airport (PAT),136.06,Jogbani ICP,202.57
Bihar,Jamui,Lakshmipur,1529,CHAURA,13.75,ICD Patna,144.12,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,324.11,Jay Prakash Narayan International Airport (PAT),148.36,Jogbani ICP,175.14
Bihar,Jamui,Sikandra,1526,KUNDER HALT,19.37,ICD Patna,115.88,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,344.33,Jay Prakash Narayan International Airport (PAT),119.45,Jogbani ICP,198.16
Bihar,Jamui,Sono,1533,JHAJHA,14.67,ICD Patna,149.03,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,311.0,Jay Prakash Narayan International Airport (PAT),152.46,Jogbani ICP,206.44
Bihar,Jehanabad,Ghoshi,1539,Niyazipur Halt,10.86,ICD Patna,51.35,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,427.49,Jay Prakash Narayan International Airport (PAT),50.15,Raxaul ICP,203.75
Bihar,Jehanabad,Hulasganj,1541,Islampur,8.7,ICD Patna,55.66,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,420.66,Jay Prakash Narayan International Airport (PAT),54.97,Raxaul ICP,208.85
Bihar,Jehanabad,Jehanabad,1536,Jehanabad,3.24,ICD Patna,44.68,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,444.69,Jay Prakash Narayan International Airport (PAT),41.82,Raxaul ICP,192.3
Bihar,Jehanabad,Kako,1537,Jehanabad,6.12,ICD Patna,43.83,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,436.55,Jay Prakash Narayan International Airport (PAT),42.01,Raxaul ICP,194.98
Bihar,Jehanabad,Makhdumpur,1540,Makhdumpur Gaya,1.32,ICD Patna,58.98,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,431.71,Jay Prakash Narayan International Airport (PAT),56.87,Raxaul ICP,208.74
Bihar,Jehanabad,Modanganj,1538,Rambhawan Halt,8.01,ICD Patna,37.12,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,432.23,Jay Prakash Narayan International Airport (PAT),36.74,Raxaul ICP,190.62
