state,district,district_code,pop_2011,is_island,highway_access_dist_km,highway_access_time_min,nearest_rail_station_name,rail_station_straight_km,rail_station_road_distance_km,rail_station_drive_time_hours,rail_station_drive_time_min,nearest_freight_terminal_name,freight_terminal_straight_km,freight_terminal_road_distance_km,freight_terminal_drive_time_hours,freight_terminal_drive_time_min,nearest_port_name,port_straight_km,port_road_distance_km,port_drive_time_hours,port_drive_time_min,nearest_icd_name,icd_straight_km,icd_road_distance_km,icd_drive_time_hours,icd_drive_time_min,nearest_mmlp_name,mmlp_straight_km,mmlp_road_distance_km,mmlp_drive_time_hours,mmlp_drive_time_min,nearest_air_cargo_name,air_cargo_straight_km,air_cargo_road_distance_km,air_cargo_drive_time_hours,air_cargo_drive_time_min,nearest_icp_name,icp_straight_km,icp_road_distance_km,icp_drive_time_hours,icp_drive_time_min,nearest_toll_plaza_name,toll_plaza_straight_km,toll_plaza_road_distance_km,toll_plaza_drive_time_hours,toll_plaza_drive_time_min,nearest_expressway_name,expressway_straight_km,expressway_road_distance_km,expressway_drive_time_hours,expressway_drive_time_min
Uttar Pradesh,BAGHPAT,139.0,1292233,False,3.3,5.7,SUJRA,5.2,7.4,0.1,6.0,Noli,31.8,39.9,0.17,10.0,Deendayal Port (Kandla),953.7,1203.9,0.46,28.0,ICD Loni,31.6,37.7,0.12,7.0,MMLP Sangrur,191.2,365.2,0.23,14.0,Jaipur International Airport (JAI),281.2,386.6,0.23,14.0,Rupaidiha ICP,382.2,495.8,0.22,13.0,GHAZIABAD Toll Plaza,31.2,37.1,0.1,6.0,Delhi-Dehradun Expressway,6.2,8.3,0.1,6.0
Uttar Pradesh,BAHRAICH,180.0,3587503,False,5.5,9.4,Murthiha,34.3,44.3,0.17,10.0,Campieganj,187.9,239.1,0.23,14.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,880.2,1236.4,0.46,27.0,ICD Kanpur,178.3,417.6,0.27,16.0,MMLP Varanasi,300.1,410.8,0.27,16.0,Chaudhary Charan Singh International Airport (LKO),120.5,321.8,0.28,17.0,Rupaidiha ICP,74.6,107.2,0.19,11.0,BAHRAICH Toll Plaza,21.7,27.1,0.17,10.0,Allahabad Bypass Expressway,235.4,375.6,0.25,15.0
Uttar Pradesh,BALLIA,193.0,3212493,False,4.2,7.1,BALLIA,12.0,18.5,0.13,8.0,Lar Road,43.3,59.8,0.15,9.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,552.1,815.7,0.32,19.0,ICD Patna,103.5,250.7,0.18,11.0,MMLP Patna,103.4,251.8,0.2,12.0,Lal Bahadur Shastri International Airport (VNS),133.2,188.5,0.2,12.0,Raxaul ICP,140.7,297.7,0.24,14.0,BALLIA Toll Plaza,44.1,64.8,0.14,8.0,Allahabad Bypass Expressway,201.9,268.5,0.18,11.0
Uttar Pradesh,BALRAMPUR,182.0,2123809,False,7.0,12.0,Laiburwa Halt,10.9,20.0,0.21,12.0,Campieganj,94.5,142.2,0.25,15.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,792.3,1139.4,0.47,28.0,ICD Kanpur,228.5,490.4,0.33,20.0,MMLP Varanasi,238.3,353.0,0.3,18.0,Chaudhary Charan Singh International Airport (LKO),164.9,264.0,0.31,18.0,Rupaidiha ICP,152.8,207.2,0.26,15.0,BAHRAICH Toll Plaza,75.8,84.4,0.23,14.0,Allahabad Bypass Expressway,208.8,317.8,0.27,16.0
Uttar Pradesh,BANDA,170.0,1733256,False,12.4,21.2,BANDA JN,22.4,31.4,0.37,22.0,Barabani,173.2,295.4,0.44,26.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,836.4,1107.1,0.62,37.0,ICD Kanpur,112.7,191.9,0.41,25.0,MMLP Varanasi,238.6,327.9,0.45,27.0,Chaudhary Charan Singh International Airport (LKO),146.7,256.9,0.46,27.0,Rupaidiha ICP,324.5,664.3,0.52,31.0,CHHATARPUR Toll Plaza,87.2,104.2,0.38,23.0,NE 731A,43.2,61.3,0.37,22.0
Uttar Pradesh,BARA BANKI,176.0,3302373,False,6.3,10.8,RAUZAGAON,36.0,44.7,0.2,12.0,Barabani,19.8,37.6,0.2,12.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,838.0,1147.5,0.46,27.0,ICD Kanpur,115.6,289.5,0.26,16.0,MMLP Varanasi,235.7,314.8,0.27,16.0,Chaudhary Charan Singh International Airport (LKO),52.2,63.2,0.24,14.0,Rupaidiha ICP,156.3,367.5,0.28,17.0,Ronahi,58.4,68.9,0.2,12.0,Allahabad Bypass Expressway,153.9,232.9,0.24,14.0
Uttar Pradesh,BAREILLY,150.0,4575611,False,1.3,2.2,DHANETA,14.7,20.0,0.05,3.0,Dhamora,40.8,48.5,0.12,7.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1089.3,1402.6,0.37,22.0,ICD Loni,206.9,247.7,0.11,7.0,MMLP Varanasi,487.8,601.0,0.2,12.0,Chaudhary Charan Singh International Airport (LKO),234.3,283.1,0.15,9.0,Rupaidiha ICP,174.3,270.4,0.11,7.0,BAREILLY Toll Plaza,27.0,32.2,0.05,3.0,Delhi-Dehradun Expressway,208.1,248.9,0.1,6.0
Uttar Pradesh,BASTI,185.0,2366074,False,5.0,8.6,BAHMAN JYOTIA,17.8,22.1,0.15,9.0,Campieganj,74.2,133.7,0.19,12.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,739.5,1053.7,0.4,24.0,ICD Kanpur,220.4,420.3,0.26,16.0,MMLP Varanasi,170.9,283.0,0.23,14.0,Chaudhary Charan Singh International Airport (LKO),161.9,194.0,0.23,14.0,Rupaidiha ICP,210.9,313.1,0.23,14.0,Mandawnagar,18.5,41.1,0.16,10.0,Allahabad Bypass Expressway,152.0,247.8,0.2,12.0
Uttar Pradesh,BHADOHI,198.0,1567898,False,7.0,11.9,MADHOSINGH,12.7,16.5,0.21,12.0,Campieganj,199.8,269.0,0.28,17.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,657.0,971.1,0.43,26.0,ICD Patna,261.9,406.2,0.3,18.0,MMLP Varanasi,47.2,54.8,0.23,14.0,Lal Bahadur Shastri International Airport (VNS),37.1,95.4,0.26,15.0,Rupaidiha ICP,351.1,481.6,0.32,19.0,AZAMGARH Toll Plaza,87.2,104.9,0.23,14.0,Allahabad Bypass Expressway,49.5,132.8,0.23,14.0
Uttar Pradesh,BIJNOR,134.0,3788062,False,3.5,6.0,NAJIBABAD JN,25.3,35.4,0.12,7.0,Dhamora,96.2,155.4,0.21,12.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1221.3,1598.9,0.48,29.0,ICD Loni,136.1,293.0,0.19,11.0,MMLP Varanasi,623.6,797.3,0.31,18.0,Chaudhary Charan Singh International Airport (LKO),370.7,479.4,0.26,15.0,Rupaidiha ICP,285.3,354.9,0.2,12.0,BIJNOR Toll Plaza,3.6,8.9,0.1,6.0,Delhi-Dehradun Expressway,142.6,294.2,0.17,10.0
Uttar Pradesh,BUDAUN,149.0,3028019,False,5.9,10.1,RAMGANGA,40.8,46.3,0.18,11.0,Etah,65.8,134.5,0.23,14.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1095.3,1547.1,0.54,32.0,ICD Ballabhgarh,169.1,293.1,0.24,15.0,MMLP Varanasi,486.5,759.9,0.36,22.0,Chaudhary Charan Singh International Airport (LKO),228.7,437.5,0.31,19.0,Rupaidiha ICP,211.6,600.9,0.32,19.0,Tundla,118.8,182.5,0.21,13.0,Delhi-Dehradun Expressway,184.7,277.3,0.23,14.0
Uttar Pradesh,BULANDSHAHR,142.0,3599270,False,13.6,23.2,Chhaprawat,23.8,34.8,0.4,24.0,Etah,110.5,163.4,0.45,27.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1202.0,1576.1,0.76,46.0,ICD Loni,77.7,94.2,0.43,26.0,MMLP Sangrur,286.8,480.6,0.55,33.0,Chaudhary Charan Singh International Airport (LKO),333.6,466.4,0.54,32.0,Rupaidiha ICP,311.8,454.2,0.5,30.0,GHAZIABAD Toll Plaza,78.9,97.3,0.41,25.0,Delhi-Dehradun Expressway,75.9,95.4,0.41,24.0
Uttar Pradesh,CHANDAULI,196.0,1938147,False,11.0,18.9,KUDRA,54.5,80.7,0.34,20.0,Lar Road,135.1,227.0,0.39,23.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,579.5,794.5,0.51,30.0,ICD Patna,193.7,290.1,0.39,23.0,MMLP Patna,193.3,291.2,0.4,24.0,Jay Prakash Narayan International Airport (PAT),188.3,273.7,0.41,24.0,Sunauli ICP,253.8,392.7,0.46,28.0,Mohania,31.7,66.0,0.33,20.0,Allahabad Bypass Expressway,111.3,211.5,0.36,22.0
Uttar Pradesh,CHITRAKOOT,171.0,1020100,False,1.8,3.1,KHOH,12.0,15.2,0.06,4.0,Sathnaraini,63.2,202.6,0.15,9.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,777.7,1028.1,0.3,18.0,ICD Kanpur,155.0,249.7,0.13,8.0,MMLP Varanasi,185.3,248.8,0.13,8.0,Lal Bahadur Shastri International Airport (VNS),175.4,289.5,0.16,9.0,Rupaidiha ICP,343.2,604.9,0.2,12.0,REWA Toll Plaza,64.7,121.6,0.08,5.0,NE 731A,18.1,21.8,0.06,4.0
Uttar Pradesh,DEORIA,190.0,3079826,False,4.8,8.2,DEORIA SADAR,8.9,10.2,0.15,9.0,Lar Road,27.3,40.7,0.17,10.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,619.1,906.3,0.36,21.0,ICD Patna,162.3,341.4,0.22,13.0,MMLP Varanasi,143.5,307.1,0.23,14.0,Lal Bahadur Shastri International Airport (VNS),138.4,269.4,0.24,14.0,Sunauli ICP,114.9,165.1,0.23,14.0,GORAKHPUR Toll Plaza,69.1,91.3,0.16,10.0,Allahabad Bypass Expressway,208.7,347.4,0.22,13.0
Uttar Pradesh,ETAH,201.0,1702955,False,3.3,5.7,Jawaharpur Kamsan,3.3,9.5,0.12,7.0,Etah,5.5,6.8,0.12,7.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1105.3,1444.9,0.44,26.0,ICD Ballabhgarh,150.7,243.0,0.16,10.0,MMLP Varanasi,492.2,643.2,0.26,16.0,Chaudhary Charan Singh International Airport (LKO),238.8,320.9,0.21,13.0,Rupaidiha ICP,267.5,551.2,0.24,14.0,Tundla,48.4,104.2,0.12,7.0,Delhi-Dehradun Expressway,178.3,236.6,0.15,9.0
Uttar Pradesh,ETAWAH,161.0,1559596,False,2.5,4.2,SARAI BHOPAT,19.6,22.5,0.08,5.0,Barabani,205.3,258.6,0.15,9.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1022.5,1263.7,0.37,22.0,ICD Kanpur,124.2,191.8,0.13,8.0,MMLP Varanasi,410.4,499.9,0.2,12.0,Chaudhary Charan Singh International Airport (LKO),175.6,220.1,0.17,10.0,Rupaidiha ICP,273.3,493.0,0.2,12.0,Anantram,21.6,29.2,0.08,5.0,NE 19,269.0,299.0,0.14,8.0
Uttar Pradesh,FARRUKHABAD,159.0,1869531,False,10.7,18.4,SHRIMAD DWARAKAPURI,11.0,15.4,0.33,20.0,Barabani,173.3,320.8,0.4,24.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1023.4,1366.2,0.63,38.0,ICD Kanpur,134.1,275.3,0.39,23.0,MMLP Varanasi,411.7,602.4,0.46,28.0,Chaudhary Charan Singh International Airport (LKO),154.8,318.3,0.42,25.0,Rupaidiha ICP,195.1,407.1,0.41,25.0,Anantram,94.0,131.6,0.34,20.0,NE 19,283.9,401.5,0.4,24.0
Uttar Pradesh,FATEHPUR,172.0,2606150,False,3.9,6.6,PHAPHAMAU JN,98.9,107.4,0.14,8.0,Sathnaraini,12.3,18.2,0.16,10.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,819.6,1035.3,0.36,21.0,ICD Kanpur,89.3,396.3,0.22,13.0,MMLP Varanasi,209.9,271.5,0.19,11.0,Chaudhary Charan Singh International Airport (LKO),100.5,159.6,0.19,11.0,Rupaidiha ICP,277.1,574.5,0.26,15.0,Khokhraj/Sirohi,66.1,70.9,0.13,8.0,NE 19,65.8,70.6,0.13,8.0
Uttar Pradesh,FIROZABAD,147.0,2467586,False,2.2,3.8,SARAI BHOPAT,61.1,67.5,0.08,5.0,Etah,45.1,125.1,0.12,7.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1100.2,1348.4,0.39,23.0,ICD Ballabhgarh,166.7,207.2,0.12,7.0,MMLP Varanasi,487.2,584.7,0.22,13.0,Chaudhary Charan Singh International Airport (LKO),241.4,304.8,0.18,11.0,Rupaidiha ICP,295.5,558.3,0.21,12.0,Tundla,18.5,20.8,0.07,4.0,Delhi-Dehradun Expressway,198.8,300.5,0.14,8.0
Uttar Pradesh,GAUTAM BUDDHA NAGAR,141.0,1538497,False,14.8,25.4,Chhaprawat,29.4,47.7,0.44,26.0,Etah,136.6,188.7,0.49,30.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1235.7,1601.4,0.8,48.0,ICD Loni,49.7,71.5,0.46,27.0,MMLP Sangrur,261.8,457.9,0.58,35.0,Jaipur International Airport (JAI),239.2,451.1,0.57,34.0,Rupaidiha ICP,351.4,467.1,0.54,33.0,GHAZIABAD Toll Plaza,50.6,74.5,0.44,26.0,Delhi-Dehradun Expressway,44.4,72.7,0.44,26.0
Uttar Pradesh,GHAZIABAD,140.0,3306982,False,3.5,5.9,ADHYATMIK NAGAR,10.2,20.1,0.11,7.0,Noli,14.5,33.2,0.17,10.0,Deendayal Port (Kandla),945.4,1229.2,0.47,28.0,ICD Loni,17.4,32.2,0.12,7.0,MMLP Sangrur,222.6,418.6,0.25,15.0,Jaipur International Airport (JAI),265.0,411.9,0.24,14.0,Rupaidiha ICP,363.5,447.1,0.22,13.0,GHAZIABAD Toll Plaza,18.4,35.3,0.11,6.0,Delhi-Dehradun Expressway,22.1,33.4,0.11,6.0
Uttar Pradesh,GHAZIPUR,195.0,3613922,False,2.8,4.8,GHAZIPUR GHAT,9.4,13.7,0.09,5.0,Lar Road,77.1,156.1,0.14,8.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,584.0,823.0,0.28,17.0,ICD Patna,160.6,258.0,0.14,9.0,MMLP Varanasi,61.3,179.2,0.14,8.0,Lal Bahadur Shastri International Airport (VNS),66.2,89.5,0.14,8.0,Sunauli ICP,200.8,252.8,0.2,12.0,VARANASI Toll Plaza,37.6,44.3,0.11,6.0,Allahabad Bypass Expressway,163.3,219.5,0.13,8.0
Uttar Pradesh,GONDA,183.0,3410218,False,2.2,3.8,Subhagpur,18.7,20.6,0.07,4.0,Barabani,75.1,179.6,0.12,7.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,805.2,1126.9,0.34,20.0,ICD Kanpur,171.2,431.5,0.18,11.0,MMLP Varanasi,220.4,294.2,0.15,9.0,Chaudhary Charan Singh International Airport (LKO),108.1,205.1,0.16,9.0,Rupaidiha ICP,153.7,217.4,0.12,7.0,Ronahi,37.4,86.2,0.09,5.0,Allahabad Bypass Expressway,165.4,258.9,0.12,7.0
Uttar Pradesh,GORAKHPUR,188.0,4362240,False,0.5,0.8,SIHAPAR,22.0,24.0,0.02,1.0,Campieganj,43.4,54.5,0.04,3.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,665.6,944.9,0.24,15.0,ICD Patna,209.2,380.0,0.11,7.0,MMLP Varanasi,151.8,240.8,0.09,5.0,Lal Bahadur Shastri International Airport (VNS),141.3,203.1,0.1,6.0,Sunauli ICP,85.6,110.1,0.1,6.0,GORAKHPUR Toll Plaza,26.8,36.3,0.02,1.0,Allahabad Bypass Expressway,189.2,281.1,0.08,5.0
Uttar Pradesh,HAMIRPUR,168.0,1009952,False,25.5,43.7,CHARKHARI ROAD,56.8,93.4,0.75,45.0,Barabani,177.0,362.1,0.83,50.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,914.8,1211.2,1.02,61.0,ICD Kanpur,83.2,114.1,0.77,46.0,MMLP Varanasi,311.1,432.0,0.84,51.0,Chaudhary Charan Singh International Airport (LKO),143.3,323.6,0.84,51.0,Rupaidiha ICP,306.9,586.5,0.87,52.0,CHHATARPUR Toll Plaza,75.4,101.5,0.75,45.0,NE 731A,122.7,165.4,0.77,46.0
Uttar Pradesh,HAPUR,665.0,2576137,False,1.3,2.3,Chhaprawat,20.6,31.1,0.05,3.0,Etah,145.1,201.9,0.11,7.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1227.6,1580.0,0.42,25.0,ICD Loni,58.3,70.7,0.07,4.0,MMLP Sangrur,256.0,457.2,0.2,12.0,Jaipur International Airport (JAI),287.7,450.4,0.19,11.0,Rupaidiha ICP,322.3,391.7,0.14,9.0,GHAZIABAD Toll Plaza,33.8,35.4,0.05,3.0,Delhi-Dehradun Expressway,60.7,72.0,0.05,3.0
Uttar Pradesh,HARDOI,155.0,4085302,False,1.2,2.1,MANI MAU,40.2,50.2,0.05,3.0,Barabani,114.0,145.8,0.09,5.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,966.8,1245.0,0.33,20.0,ICD Kanpur,98.2,124.7,0.08,5.0,MMLP Varanasi,357.2,443.4,0.16,9.0,Chaudhary Charan Singh International Airport (LKO),99.3,121.0,0.11,6.0,Rupaidiha ICP,155.5,351.3,0.13,8.0,SITAPUR Toll Plaza,65.9,101.0,0.07,4.0,Allahabad Bypass Expressway,255.9,315.6,0.11,7.0
Uttar Pradesh,HATHRAS,144.0,1595549,False,5.4,9.2,HATHRAS JN,6.3,7.7,0.16,10.0,Etah,52.6,77.4,0.2,12.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1148.6,1450.3,0.5,30.0,ICD Ballabhgarh,113.4,180.9,0.2,12.0,MMLP Varanasi,535.3,686.6,0.33,20.0,Chaudhary Charan Singh International Airport (LKO),284.4,380.4,0.29,17.0,Rupaidiha ICP,312.0,488.7,0.28,17.0,Madrak,25.4,30.0,0.17,10.0,Delhi-Dehradun Expressway,145.6,220.2,0.2,12.0
Uttar Pradesh,JALAUN,165.0,1687840,False,15.8,27.0,ATA,21.1,38.6,0.47,28.0,Barabani,196.8,245.8,0.52,31.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,969.2,1250.8,0.75,45.0,ICD Kanpur,99.5,348.6,0.55,33.0,MMLP Varanasi,362.6,487.1,0.58,35.0,Chaudhary Charan Singh International Airport (LKO),162.8,207.3,0.54,32.0,Rupaidiha ICP,303.3,622.2,0.61,36.0,Anantram,54.8,136.6,0.48,29.0,NE 19,217.4,286.2,0.52,31.0
Uttar Pradesh,JAUNPUR,194.0,4490982,False,4.5,7.6,BAKHSHA,7.9,12.3,0.14,8.0,Barabani,178.3,243.1,0.2,12.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,680.1,938.3,0.35,21.0,ICD Patna,261.3,373.4,0.22,13.0,MMLP Varanasi,70.6,105.6,0.17,10.0,Lal Bahadur Shastri International Airport (VNS),52.2,67.9,0.18,11.0,Rupaidiha ICP,306.3,410.4,0.23,14.0,AZAMGARH Toll Plaza,58.5,72.1,0.15,9.0,Allahabad Bypass Expressway,67.3,145.9,0.16,10.0
Uttar Pradesh,JHANSI,166.0,1969320,False,6.6,11.3,ORCHHA,13.9,15.6,0.2,12.0,Barabani,291.3,333.9,0.28,17.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1017.7,1326.1,0.51,30.0,ICD Kanpur,193.4,304.1,0.27,16.0,MMLP Varanasi,427.0,546.9,0.33,20.0,Chaudhary Charan Singh International Airport (LKO),257.1,295.3,0.3,18.0,Rupaidiha ICP,397.1,704.4,0.37,22.0,Babina,38.6,60.1,0.21,13.0,NE 731A,226.2,280.3,0.26,16.0
Uttar Pradesh,KANNAUJ,160.0,1645746,False,9.3,16.0,MANI MAU,26.6,34.3,0.28,17.0,Etah,118.6,168.9,0.33,20.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,983.4,1322.1,0.58,35.0,ICD Kanpur,85.5,108.8,0.31,18.0,MMLP Varanasi,370.2,520.4,0.4,24.0,Chaudhary Charan Singh International Airport (LKO),119.6,198.1,0.36,21.0,Rupaidiha ICP,209.5,428.4,0.38,23.0,Anantram,60.4,125.9,0.29,18.0,NE 731A,228.1,336.0,0.35,21.0
Uttar Pradesh,KANPUR DEHAT,163.0,1758960,False,9.8,16.8,MALASA,19.2,35.3,0.3,18.0,Barabani,139.5,173.6,0.33,20.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,943.1,1178.6,0.56,34.0,ICD Kanpur,46.5,291.6,0.36,22.0,MMLP Varanasi,330.8,414.9,0.39,24.0,Chaudhary Charan Singh International Airport (LKO),106.3,135.0,0.35,21.0,Rupaidiha ICP,246.2,550.0,0.42,25.0,Barajod (Bara),17.9,23.6,0.3,18.0,NE 19,190.2,213.9,0.33,20.0
Uttar Pradesh,KANPUR NAGAR,164.0,4662665,False,0.3,0.5,MALASA,38.8,43.3,0.03,2.0,Barabani,104.4,123.1,0.05,3.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,905.6,1128.2,0.28,17.0,ICD Kanpur,6.6,321.4,0.1,6.0,MMLP Varanasi,292.6,364.4,0.11,7.0,Chaudhary Charan Singh International Airport (LKO),70.2,84.6,0.07,4.0,Rupaidiha ICP,229.4,499.6,0.14,8.0,UNNAO Toll Plaza,17.8,22.7,0.02,1.0,NE 19,155.1,163.5,0.05,3.0
Uttar Pradesh,KASGANJ,202.0,1406850,False,12.0,20.7,Soron,12.4,16.9,0.36,21.0,Etah,28.9,104.0,0.39,24.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1098.8,1516.6,0.7,42.0,ICD Ballabhgarh,157.0,262.5,0.41,25.0,MMLP Varanasi,487.0,729.4,0.53,32.0,Chaudhary Charan Singh International Airport (LKO),230.2,407.0,0.48,29.0,Rupaidiha ICP,239.2,570.4,0.49,29.0,Tundla,82.0,151.9,0.38,23.0,Delhi-Dehradun Expressway,179.1,246.8,0.4,24.0
Uttar Pradesh,KAUSHAMBI,174.0,1412375,False,1.2,2.1,CHITRAKUTDHAM KARWI,62.8,72.4,0.06,4.0,Barabani,154.0,402.9,0.15,9.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,759.0,1117.3,0.3,18.0,ICD Kanpur,148.8,299.4,0.12,7.0,MMLP Varanasi,152.2,338.0,0.13,8.0,Lal Bahadur Shastri International Airport (VNS),139.2,378.6,0.16,10.0,Rupaidiha ICP,308.9,694.1,0.21,13.0,REWA Toll Plaza,68.1,210.8,0.09,5.0,NE 731A,63.2,71.4,0.06,3.0
Uttar Pradesh,KHERI,153.0,3976759,False,22.1,37.9,Rajnarainpur,31.8,81.2,0.65,39.0,Barabani,143.6,315.1,0.72,43.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,969.6,1379.9,0.96,58.0,ICD Kanpur,191.7,307.2,0.72,43.0,MMLP Varanasi,382.2,554.4,0.77,46.0,Chaudhary Charan Singh International Airport (LKO),156.2,290.4,0.74,44.0,Rupaidiha ICP,51.7,215.0,0.69,41.0,PILIBHIT Toll Plaza,92.5,126.6,0.66,40.0,Allahabad Bypass Expressway,303.4,485.0,0.74,45.0
Uttar Pradesh,KUSHINAGAR,189.0,3549532,False,2.3,4.0,Ramkola,2.3,3.3,0.07,4.0,Campieganj,57.8,83.4,0.1,6.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,651.4,960.0,0.3,18.0,ICD Patna,192.4,421.1,0.17,10.0,MMLP Varanasi,194.7,341.4,0.16,10.0,Lal Bahadur Shastri International Airport (VNS),187.1,303.7,0.17,10.0,Sunauli ICP,67.4,128.1,0.15,9.0,DEORIA Toll Plaza,21.3,45.4,0.09,5.0,Allahabad Bypass Expressway,243.2,381.7,0.16,9.0
Uttar Pradesh,LALITPUR,167.0,1223569,False,8.0,13.8,TALBAHAT,38.2,54.6,0.25,15.0,Barabani,357.1,456.1,0.35,21.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1008.8,1446.8,0.58,35.0,ICD Kanpur,261.5,424.8,0.34,21.0,MMLP Varanasi,446.0,667.5,0.4,24.0,Chaudhary Charan Singh International Airport (LKO),323.3,417.6,0.37,22.0,Rupaidiha ICP,478.1,802.2,0.43,26.0,Malthone,41.1,48.5,0.24,14.0,NE 731A,244.1,400.9,0.33,20.0
Uttar Pradesh,LUCKNOW,157.0,4576219,False,3.7,6.3,MANAK NAGAR,3.4,4.3,0.12,7.0,Barabani,28.2,49.9,0.13,8.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,870.4,1135.4,0.38,23.0,ICD Kanpur,70.1,239.2,0.18,11.0,MMLP Varanasi,260.6,333.8,0.2,12.0,Chaudhary Charan Singh International Airport (LKO),8.2,11.4,0.15,9.0,Rupaidiha ICP,169.8,426.4,0.22,13.0,LUCKNOW Toll Plaza,7.4,9.1,0.12,7.0,Allahabad Bypass Expressway,163.2,206.0,0.15,9.0
Uttar Pradesh,MAHOBA,169.0,901016,False,6.0,10.2,CHARKHARI ROAD,7.1,13.9,0.18,11.0,Barabani,224.0,342.8,0.27,16.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,913.1,1191.9,0.46,27.0,ICD Kanpur,134.1,169.9,0.23,14.0,MMLP Varanasi,322.7,412.6,0.28,17.0,Chaudhary Charan Singh International Airport (LKO),191.2,304.3,0.29,17.0,Rupaidiha ICP,358.5,642.3,0.33,20.0,CHHATARPUR Toll Plaza,25.2,51.8,0.19,11.0,NE 731A,120.8,146.1,0.21,13.0
Uttar Pradesh,MAHRAJGANJ,187.0,2753342,False,6.1,10.4,Uska Bazar,34.8,51.4,0.19,11.0,Campieganj,25.1,32.7,0.2,12.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,695.7,1018.1,0.42,25.0,ICD Patna,236.5,465.0,0.29,17.0,MMLP Varanasi,208.9,325.8,0.27,16.0,Lal Bahadur Shastri International Airport (VNS),197.9,288.1,0.28,17.0,Sunauli ICP,29.1,77.4,0.25,15.0,MAHRAJGANJ Toll Plaza,26.8,33.3,0.18,11.0,Allahabad Bypass Expressway,235.6,366.1,0.26,16.0
Uttar Pradesh,MAINPURI,148.0,1921981,False,12.2,21.0,BHONGAON,12.6,16.0,0.37,22.0,Etah,54.9,70.5,0.39,24.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,1049.6,1394.0,0.68,41.0,ICD Kanpur,149.3,180.7,0.41,24.0,MMLP Varanasi,436.4,592.4,0.5,30.0,Chaudhary Charan Singh International Airport (LKO),186.0,270.0,0.46,27.0,Rupaidiha ICP,244.5,500.4,0.48,29.0,Tundla,75.5,172.9,0.39,23.0,Delhi-Dehradun Expressway,235.4,289.2,0.42,25.0
