station_code,station_name,category,zone,division,state,total_passengers,total_revenue,source_url
HGR,Himgir,NSG6,SECR,BSP,Odisha,26638,1038309,https://railway-stations-classification.pages.dev/
HGT,Hinganghat,NSG5,CR,NGP,Maharashtra,203014,20092542,https://railway-stations-classification.pages.dev/
HHD,HUNSIHADGIL,NSG6,CR,SUR,Maharashtra,25,910,https://railway-stations-classification.pages.dev/
HHL,HIREHALLI,NSG6,SWR,SBC,Karnataka,69459,987410,https://railway-stations-classification.pages.dev/
HHT,Habbanaghatta,NSG6,SWR,MYS,Karnataka,2968,127210,https://railway-stations-classification.pages.dev/
HIJ,Hijli,NSG3,SER,KGP,West Bengal,283139,215359760,https://railway-stations-classification.pages.dev/
HIKD,HALLIKED-K,NSG6,SCR,SC,Karnataka,5336,136670,https://railway-stations-classification.pages.dev/
HIL,Hilsa,NSG5,ECR,DNR,Bihar,263757,17830383,https://railway-stations-classification.pages.dev/
HIND,HIND,NSG6,NR,DLI,Uttar Pradesh,94836,2582335,https://railway-stations-classification.pages.dev/
HIP,Haldipada,NSG6,SER,KGP,Odisha,62613,1888845,https://railway-stations-classification.pages.dev/
HIR,Harinagar,NSG5,ECR,SPJ,Bihar,318642,57911019,https://railway-stations-classification.pages.dev/
HISE,HIRISAVE,NSG6,SWR,SBC,Karnataka,44933,1978935,https://railway-stations-classification.pages.dev/
HJI,Hojai,NSG4,NFR,LMG,Assam,1036506,198552412,https://railway-stations-classification.pages.dev/
HJL,HEJJALA,NSG6,SWR,SBC,Karnataka,11984,171155,https://railway-stations-classification.pages.dev/
HJP,Hajipur Jn,NSG3,ECR,SEE,Bihar,3944842,683325560,https://railway-stations-classification.pages.dev/
HK,HELAK,NSG6,NCR,AGC,Rajasthan,26731,449301,https://railway-stations-classification.pages.dev/
HKD,Hailakandi,NSG6,NFR,LMG,Assam,111588,1413250,https://railway-stations-classification.pages.dev/
HKG,HIRAKUD,NSG5,ECoR,SBP,Odisha,264803,44767086,https://railway-stations-classification.pages.dev/
HKL,Harkia Khal,NSG6,WR,RATLAM,Madhya Pradesh,45207,2240000,https://railway-stations-classification.pages.dev/
HKP,HAKIMPUR,NSG6,NR,MB,Uttar Pradesh,71695,1392185,https://railway-stations-classification.pages.dev/
HLAR,HOLE ALUR,NSG5,SWR,UBL,Karnataka,217119,11112697,https://railway-stations-classification.pages.dev/
HLB,Hadalabhal,NSG6,WR,BHAVNAGAR,Gujarat,65274,1230315,https://railway-stations-classification.pages.dev/
HLDD,Haldi Road,NSG6,NER,IZN,Uttarakhand,1965,124035,https://railway-stations-classification.pages.dev/
HLDR,HALDAUR,NSG5,NR,MB,Uttar Pradesh,157755,13970104,https://railway-stations-classification.pages.dev/
HLE,HEELALIGE,NSG6,SWR,SBC,Karnataka,265537,3921270,https://railway-stations-classification.pages.dev/
HLK,Holalkere,NSG6,SWR,MYS,Karnataka,29852,1720851,https://railway-stations-classification.pages.dev/
HLKH,HALLIKED-B,NSG6,SCR,SC,Karnataka,10479,435030,https://railway-stations-classification.pages.dev/
HLN,Holenarsipur,NSG5,SWR,MYS,Karnataka,434304,16628639,https://railway-stations-classification.pages.dev/
HLV,Haliyuru (Block),NSG6,SWR,MYS,Karnataka,515,22430,https://railway-stations-classification.pages.dev/
HLX,Hilara,NSG6,NFR,LMG,Assam,20929,1033299,https://railway-stations-classification.pages.dev/
HM,Hadmatiya,NSG6,WR,RAJKOT,Gujarat,2598,167115,https://railway-stations-classification.pages.dev/
HMA,HUMMA,NSG6,ECoR,KUR,Odisha,39545,2290554,https://railway-stations-classification.pages.dev/
HMBD,HUMNABAD,NSG6,SCR,SC,Karnataka,48945,2759680,https://railway-stations-classification.pages.dev/
HME,HAMRE,NSG6,NR,FZR,Jammu And Kashmir,78722,2253194,https://railway-stations-classification.pages.dev/
HMG,Hamirgarh,NSG6,NWR,AII,Rajasthan,14995,945000,https://railway-stations-classification.pages.dev/
HMH,HANUMANGARH JN,NSG3,NWR,BKN,Rajasthan,1934269,231738569,https://railway-stations-classification.pages.dev/
HMI,HIMMATANA,NSG6,NR,UMB,Punjab,3725,115815,https://railway-stations-classification.pages.dev/
HMK,HINDUMALKOTE,NSG6,NR,UMB,Rajasthan,34047,879920,https://railway-stations-classification.pages.dev/
HML,Helem,NSG6,NFR,RNY,Assam,109900,5302099,https://railway-stations-classification.pages.dev/
HMO,HANUMANGARH TOWN,NSG5,NWR,BKN,Rajasthan,262283,16613627,https://railway-stations-classification.pages.dev/
HMP,HEMPUR,NSG6,NR,MB,Uttar Pradesh,2918,140490,https://railway-stations-classification.pages.dev/
HMQ,HIMMATPURA,NSG6,NR,DLI,Haryana,1285,54880,https://railway-stations-classification.pages.dev/
HMR,HAMIRA,NSG6,NR,FZR,Punjab,2650,102116,https://railway-stations-classification.pages.dev/
HMT,Himmatnagar,NSG5,WR,AHMEDABAD,Gujarat,277282,51727977,https://railway-stations-classification.pages.dev/
HMY,Harmuti,NSG4,NFR,RNY,Assam,415287,120339556,https://railway-stations-classification.pages.dev/
HN,Hathbandh,NSG6,SECR,R,Chhattisgarh,262179,4359435,https://railway-stations-classification.pages.dev/
HND,HINDOL ROAD,NSG6,ECoR,KUR,Odisha,34484,1570991,https://railway-stations-classification.pages.dev/
HNDR,Hendegir,NSG6,ECR,DHN,Jharkhand,17930,642890,https://railway-stations-classification.pages.dev/
HNG,HIRANGAON,NSG6,NCR,PRYJ,Uttar Pradesh,29238,1105735,https://railway-stations-classification.pages.dev/
HNK,HANAKERE,NSG6,SWR,SBC,Karnataka,48222,824250,https://railway-stations-classification.pages.dev/
HNL,HINGOLI,NSG5,SCR,NED,Maharashtra,500208,60625237,https://railway-stations-classification.pages.dev/
HNM,HINAUTA RAMBAN,NSG6,WCR,JBP,Madhya Pradesh,3083,164275,https://railway-stations-classification.pages.dev/
HNPA,HANDAPA,NSG6,ECoR,SBP,Odisha,1852,112050,https://railway-stations-classification.pages.dev/
HNS,HANSI,NSG5,,BKN,Haryana,505088,23744857,https://railway-stations-classification.pages.dev/
HNSL,Hesalong,NSG6,SER,RNC,Jharkhand,57201,1456930,https://railway-stations-classification.pages.dev/
HOJ,Hamiltonganj,NSG6,NFR,APDJ,West Bengal,75762,8467927,https://railway-stations-classification.pages.dev/
HP,Haripur,NSG6,NWR,AII,Rajasthan,76522,6222000,https://railway-stations-classification.pages.dev/
HPGM,HARIPURGRAM JN,NSG6,ECoR,KUR,Odisha,15582,399565,https://railway-stations-classification.pages.dev/
HPHI,Harapanahalli,NSG6,SWR,MYS,Karnataka,22928,2292767,https://railway-stations-classification.pages.dev/
HPKA,HINOTIA PIPALKHERA,NSG6,WCR,BPL,Madhya Pradesh,3933,203565,https://railway-stations-classification.pages.dev/
HPO,Hasanpur Road,NSG5,ECR,SPJ,Bihar,585961,24428530,https://railway-stations-classification.pages.dev/
HPP,Harpalpur,NSG5,NCR,JHS,Madhya Pradesh,558786,92977538,https://railway-stations-classification.pages.dev/
HPR,Hirapur,NSG6,CR,BSL,Maharashtra,18700,992415,https://railway-stations-classification.pages.dev/
HPT,HOSAPETE,NSG3,SWR,UBL,Karnataka,1402341,279466382,https://railway-stations-classification.pages.dev/
HPU,HAPUR JN,NSG4,NR,MB,Uttar Pradesh,2112231,165397780,https://railway-stations-classification.pages.dev/
HQR,HIRENANDURU,NSG6,CR,SUR,Karnataka,937,49730,https://railway-stations-classification.pages.dev/
HR,HARPALU,NSG6,NWR,BKN,Rajasthan,67654,1076055,https://railway-stations-classification.pages.dev/
HRB,Harri,NSG6,SECR,BSP,Chhattisgarh,19779,774170,https://railway-stations-classification.pages.dev/
HRBR,Harubera,NSG6,SER,RNC,Jharkhand,11107,185210,https://railway-stations-classification.pages.dev/
HRDR,HARSAR DEHRI,NSG6,NR,FZR,Himachal Pradesh,4438,112068,https://railway-stations-classification.pages.dev/
HRE,Hirodih,NSG6,ECR,DHN,Jharkhand,43978,1722365,https://railway-stations-classification.pages.dev/
HRF,HATHRAS QUILLAH,NSG6,NCR,PRYJ,Uttar Pradesh,156356,9098281,https://railway-stations-classification.pages.dev/
HRG,Hirdagarh,NSG6,CR,NGP,Madhya Pradesh,128135,2568925,https://railway-stations-classification.pages.dev/
HRGR,Harnagar,NSG6,ECR,SPJ,Bihar,5329,97530,https://railway-stations-classification.pages.dev/
HRH,HARTHALA,NSG6,NR,MB,Uttar Pradesh,19774,1009070,https://railway-stations-classification.pages.dev/
HRI,HARDOI,NSG3,NR,MB,Uttar Pradesh,1981864,254109826,https://railway-stations-classification.pages.dev/
HRLI,HARLAYA,NSG6,NWR,JU,Rajasthan,4524,200380,https://railway-stations-classification.pages.dev/
HRN,HARAUNI,NSG6,NR,LKO,Uttar Pradesh,136841,2119622,https://railway-stations-classification.pages.dev/
HRNR,HIRA NAGAR,NSG5,NR,FZR,Jammu And Kashmir,147979,15817740,https://railway-stations-classification.pages.dev/
HRNS,HARINSING,NSG6,ER,HWH,Jharkhand,7002,341865,https://railway-stations-classification.pages.dev/
HRPG,HARPALGANJ,NSG6,NR,LKO,Uttar Pradesh,34237,2123113,https://railway-stations-classification.pages.dev/
HRR,Harihar,NSG5,SWR,MYS,Karnataka,770362,87701581,https://railway-stations-classification.pages.dev/
HRS,HATHRAS JN,NSG5,NCR,PRYJ,Uttar Pradesh,653221,46387092,https://railway-stations-classification.pages.dev/
HRSN,Harisinga,NSG6,NFR,RNY,Assam,119237,3353796,https://railway-stations-classification.pages.dev/
HRT,Harnaut,NSG5,ECR,DNR,Bihar,199401,22463478,https://railway-stations-classification.pages.dev/
HRV,Harrad,NSG6,SECR,BSP,Madhya Pradesh,23204,904310,https://railway-stations-classification.pages.dev/
HRW,HARRAWALA,NSG6,NR,MB,Uttarakhand,27521,2111042,https://railway-stations-classification.pages.dev/
HSA,Hasimara,NSG5,NFR,APDJ,West Bengal,248511,62455295,https://railway-stations-classification.pages.dev/
HSD,HosadurgaRoad,NSG6,SWR,MYS,Karnataka,108363,7740771,https://railway-stations-classification.pages.dev/
HSDA,HANSDIHA,NSG5,ER,MALDA,Bihar,269708,13918553,https://railway-stations-classification.pages.dev/
HSI,HARSAULI,NSG6,NWR,JAIPUR,Rajasthan,160044,6037714,https://railway-stations-classification.pages.dev/
HSK,HARISHANKAR ROAD,NSG5,ECoR,SBP,Odisha,136687,22361958,https://railway-stations-classification.pages.dev/
HSL,Hisvahal,NSG6,CR,BSL,Maharashtra,20,1290,https://railway-stations-classification.pages.dev/
HSP,HASANPARTHI ROAD,NSG6,SCR,SC,Telangana,33121,1590200,https://railway-stations-classification.pages.dev/
HSQ,HUSAINPUR,NSG6,NR,FZR,Punjab,133170,1354518,https://railway-stations-classification.pages.dev/
HSR,HISAR JN,NSG3,NWR,BKN,Haryana,3615923,667915945,https://railway-stations-classification.pages.dev/
HSRA,HOSUR,NSG4,SWR,SBC,TAMIL NADU,1597749,164976881,https://railway-stations-classification.pages.dev/
HSX,HOSHIARPUR,NSG5,NR,FZR,Punjab,252701,36928292,https://railway-stations-classification.pages.dev/
HSY,HarsinghpurGowa,NSG6,NER,IZN,Uttar Pradesh,54751,1789940,https://railway-stations-classification.pages.dev/
HTC,Hathras City,NSG5,NER,IZN,Uttar Pradesh,1385866,45275095,https://railway-stations-classification.pages.dev/
